,term,pearson,p_value
98,activities,0.2446216218369134,0.00000000000001
99,activity,-0.07307606823732925,0.02187919684931
100,actor,0.021627756918471755,0.49799163895818
101,actors,-0.048204408723665305,0.13077069544960
102,actress,-0.01603295074677182,0.61543749425493
103,acts,-0.23109094946667336,0.00000000000021
104,actual,-0.06310470680557868,0.04781895253364
105,actually,0.16241783588763242,0.00000030163769
106,acute,-0.28781889728616944,0.00000000000000
107,acutely,-0.10174406038094137,0.00139431055075
108,ad,-0.18982301582763217,0.00000000195389
109,adapted,-0.2586017180435943,0.00000000000000
110,add,-0.38144557860703004,0.00000000000000
111,added,-0.4038789158611964,0.00000000000000
112,adding,-0.3655442097244268,0.00000000000000
113,addition,-0.19643231227569236,0.00000000051439
114,additional,-0.32840149253000406,0.00000000000000
115,address,-0.3023323501739131,0.00000000000000
116,addressed,-0.5593376036998068,0.00000000000000
117,addresses,-0.30262960788095916,0.00000000000000
118,addressing,-0.4216153181030234,0.00000000000000
119,adequate,-0.1519748196498902,0.00000167574689
120,adieu,-0.4081770593534722,0.00000000000000
121,adjacent,-0.22909752118259658,0.00000000000035
122,adjoining,-0.35311729367712813,0.00000000000000
123,adjust,0.0608814928834855,0.05624642195425
124,adjusted,0.062361608980996075,0.05050941318397
125,adjusting,0.020962697013997618,0.51130279692891
126,administered,-0.2896456949721066,0.00000000000000
127,administration,0.00884902307597472,0.78159919925822
128,admirable,-0.29673929405304217,0.00000000000000
129,admirably,-0.2673269186204762,0.00000000000000
130,admiration,-0.5958475715252911,0.00000000000000
131,admire,-0.3523080154627338,0.00000000000000
132,admired,-0.4292699490445313,0.00000000000000
133,admiring,-0.248912821394005,0.00000000000000
134,admission,-0.26373342778242936,0.00000000000000
135,admit,-0.15799008961178143,0.00000063266198
136,admitted,-0.15882312103745938,0.00000055121219
137,admitting,-0.17586070416482505,0.00000002810434
138,adopt,-0.42742532680812356,0.00000000000000
139,adopted,-0.3831524009026255,0.00000000000000
140,adoration,-0.2812300151421109,0.00000000000000
141,adore,-0.25331820887329404,0.00000000000000
142,adored,-0.3169764025244881,0.00000000000000
143,adorned,-0.4097243692127746,0.00000000000000
144,adult,0.21774295564416993,0.00000000000503
145,advance,-0.2224154580738379,0.00000000000171
146,advanced,-0.49891265695484444,0.00000000000000
147,advances,-0.309501031055414,0.00000000000000
148,advancing,-0.423960212361767,0.00000000000000
149,advantage,-0.5335372594114552,0.00000000000000
150,advantages,-0.446268561500883,0.00000000000000
151,adventure,-0.19914990589731815,0.00000000029311
152,adventures,-0.2908143122116732,0.00000000000000
153,advertisement,-0.11653809896058186,0.00024879217696
154,advertising,0.07964586160125582,0.01244780797305
155,advice,-0.44872649604078224,0.00000000000000
156,advise,-0.2968261635758025,0.00000000000000
157,advised,-0.26641692576269427,0.00000000000000
158,afar,-0.2345891790162634,0.00000000000009
159,affair,-0.2682262179986803,0.00000000000000
160,affairs,-0.4005288513169641,0.00000000000000
161,affect,-0.37748864306215546,0.00000000000000
162,affected,-0.6022701854338858,0.00000000000000
163,affecting,-0.474462425883077,0.00000000000000
164,affection,-0.607589556225903,0.00000000000000
165,affectionate,-0.4500263548444819,0.00000000000000
166,affectionately,-0.35516914268862376,0.00000000000000
167,affections,-0.554475833343417,0.00000000000000
168,affirmative,-0.23473183229624645,0.00000000000009
169,afflicted,-0.4460524602943308,0.00000000000000
170,affliction,-0.4834067567431862,0.00000000000000
171,afford,-0.3578766997459769,0.00000000000000
172,afforded,-0.5396756316317846,0.00000000000000
173,afraid,0.025420536824480443,0.42572623443682
174,afternoon,0.15516302768477183,0.00000100459582
175,afterward,-0.022926603179861588,0.47253550746354
176,afterwards,-0.42380577576381445,0.00000000000000
177,age,-0.20302525371245445,0.00000000012962
178,aged,-0.23818653669325104,0.00000000000004
179,agency,-0.006569036451434728,0.83694485827172
180,agent,-0.029935451839895637,0.34821610600138
181,agents,-0.014801706257852234,0.64282929496488
182,ages,-0.15068208012472464,0.00000205603445
183,aghast,-0.22308669066466566,0.00000000000146
184,agility,-0.14031745610261484,0.00000996802836
185,agitated,-0.44569586228961733,0.00000000000000
186,agitation,-0.5508886102020595,0.00000000000000
187,ago,0.14810114774723435,0.00000307720850
188,agonies,-0.32297430864202764,0.00000000000000
189,agonised,-0.21417780000004244,0.00000000001130
190,agonising,-0.291051614887544,0.00000000000000
191,agony,-0.42100402960275435,0.00000000000000
192,agree,0.019886191651765146,0.53323578239171
193,agreeable,-0.5162799616483517,0.00000000000000
194,agreeably,-0.34499831512747337,0.00000000000000
195,agreed,-0.0025666680971621583,0.93591035716653
196,agreement,0.09537831796354164,0.00274509639754
197,ah,-0.30098279910369424,0.00000000000000
198,ahead,0.4768654862878851,0.00000000000000
199,aid,-0.44118441189716023,0.00000000000000
200,aided,-0.3375679176606865,0.00000000000000
201,aim,-0.18969966990201875,0.00000000200228
202,aimed,0.031448352035969435,0.32438535352018
203,aiming,0.0677491564814285,0.03359090675859
204,aimlessly,0.10467873755237914,0.00100719831003
205,air,-0.262152761675396,0.00000000000000
206,airs,-0.29196241651577765,0.00000000000000
207,airy,-0.28698773389289106,0.00000000000000
208,aisle,0.06401655365878206,0.04468284996827
209,ajar,-0.04091504388720814,0.19971624662193
210,akin,-0.1129043476455408,0.00038740083122
211,al,-0.0694799597470537,0.02930456269151
212,alacrity,-0.3023523725474937,0.00000000000000
213,alarm,-0.4230438996848802,0.00000000000000
214,alarmed,-0.5529966497310237,0.00000000000000
215,alarming,-0.4986634671476731,0.00000000000000
216,alas,-0.5680877867468116,0.00000000000000
217,alcohol,0.19970937707374928,0.00000000026080
218,alert,0.1696060031459833,0.00000008679851
219,alien,0.15813076442025376,0.00000061813883
220,alight,-0.17169937114847622,0.00000005978351
221,alighted,-0.33034571432631676,0.00000000000000
222,alike,-0.2543904300275109,0.00000000000000
223,alive,0.015594864388531129,0.62512512809747
224,alleged,-0.13247081019456447,0.00003065447274
225,alley,0.12578949993744143,0.00007603286346
226,alliance,-0.21508929519726364,0.00000000000920
227,allied,-0.19451169121841053,0.00000000076177
228,allotted,-0.34366047501854735,0.00000000000000
229,allow,-0.47461000865605146,0.00000000000000
230,allowance,-0.28788000168750494,0.00000000000000
231,allowed,-0.28778772003498754,0.00000000000000
232,allowing,-0.15522173231990558,0.00000099507867
233,alluded,-0.36816378797650434,0.00000000000000
234,allusion,-0.322984273492349,0.00000000000000
235,ally,-0.11682802529209384,0.00024002276558
236,almighty,-0.2122637521360104,0.00000000001734
237,almost,-0.2859715648490416,0.00000000000000
238,aloft,-0.04465316234198128,0.16162333199194
239,alone,-0.4374280511490031,0.00000000000000
240,along,0.07713786091939528,0.01550978163700
241,alongside,0.10550224248943929,0.00091799420422
242,aloof,-0.09904972241785824,0.00186599262194
243,aloud,-0.2972579308460573,0.00000000000000
244,already,-0.2803066376986786,0.00000000000000
245,also,-0.2311661096634985,0.00000000000021
246,altar,-0.19183183754099226,0.00000000130886
247,alter,-0.2788523279109196,0.00000000000000
248,alteration,-0.42820022753808396,0.00000000000000
249,altered,-0.41127587803325505,0.00000000000000
250,alternate,-0.10001724002333383,0.00168193871576
251,alternately,-0.3743341870646728,0.00000000000000
252,alternative,-0.1959944974736079,0.00000000056275
253,although,-0.22226620604834227,0.00000000000177
254,altogether,-0.3019640906121955,0.00000000000000
255,always,-0.1750720834887974,0.00000003247150
256,amateur,0.041527832577793335,0.19305900515769
257,amazed,-0.21045778823856778,0.00000000002589
258,amazement,-0.3056348718200274,0.00000000000000
259,amazing,0.05358855757322022,0.09294214265853
260,amazingly,-0.08542202157882559,0.00733849801326
261,amber,0.07932157506357444,0.01281099779175
262,ambition,-0.35438138058951385,0.00000000000000
263,ambitious,-0.24672532701339875,0.00000000000000
264,america,-0.15326011793236727,0.00000136510251
265,american,0.11626574581487815,0.00025730257414
266,americans,0.08545748798906672,0.00731403309948
267,amiable,-0.44875205092419873,0.00000000000000
268,amid,-0.22845538794051565,0.00000000000041
269,amidst,-0.3783943958782282,0.00000000000000
270,amiss,-0.209975347598569,0.00000000002880
271,ammunition,0.06466348258751912,0.04256447174710
272,among,-0.34871464589809775,0.00000000000000
273,amongst,-0.36114110816093437,0.00000000000000
274,amount,-0.08020989946194713,0.01183775243612
275,amounted,-0.1939299796890946,0.00000000085731
276,amounts,-0.02343831918898668,0.46270638761174
277,ample,-0.3725754903596582,0.00000000000000
278,amply,-0.3616777707205622,0.00000000000000
279,amuse,-0.42721492101430886,0.00000000000000
280,amused,-0.19292381109050277,0.00000000105078
281,amusement,-0.37712660620407007,0.00000000000000
282,amusing,-0.18265707750494556,0.00000000787731
283,analyse,-0.027356741133793442,0.39132491050369
284,analysis,0.05302245215794973,0.09645170962135
285,ancestors,-0.13213735972948235,0.00003210978688
286,anchor,-0.07770596154738561,0.01476347211990
287,ancient,-0.15806706971852527,0.00000062467443
288,anew,-0.12697301813084072,0.00006494006897
289,angel,-0.13862171634420295,0.00001277341197
290,angels,-0.12929759422673506,0.00004745130817
291,anger,-0.17408225819012116,0.00000003888969
292,angle,0.13175614187200768,0.00003385384025
293,angles,0.04740484219205155,0.13728517209856
294,angrily,0.026550188848039624,0.40544567493719
295,angry,-0.1808121208756266,0.00000001117964
296,anguish,-0.4547560190141633,0.00000000000000
297,angular,0.09612254136719307,0.00254108750705
298,animal,-0.03788986830800625,0.23504054889029
299,animals,0.034971983419953334,0.27309229382678
300,animated,-0.5060348194263102,0.00000000000000
301,animation,-0.3720044970436237,0.00000000000000
302,ankle,0.10814105345667178,0.00067902839250
303,ankles,0.21420957072947333,0.00000000001122
304,announce,-0.2692108256204087,0.00000000000000
305,announced,-0.19536327455022776,0.00000000064036
306,announcement,-0.04577900847861761,0.15129894356011
307,announcing,-0.13588768866575213,0.00001893729023
308,annoy,-0.10569815853052916,0.00089787711655
309,annoyance,-0.08855463381475401,0.00543953724020
310,annoyed,-0.019064961070139587,0.55028134182506
311,annoying,-0.011298698826036596,0.72334852684171
312,annual,-0.0771399203098723,0.01550701743975
313,anonymous,0.022217887328826156,0.48633617735810
314,another,-0.22766681043916182,0.00000000000049
315,answer,-0.37267481929844887,0.00000000000000
316,answered,-0.2919120340978976,0.00000000000000
317,answering,-0.11469485463450277,0.00031195208589
318,answers,-0.022905888028152712,0.47293581052151
319,anti,0.046583784247750226,0.14423193280510
320,anticipate,-0.2580270281753121,0.00000000000000
321,anticipated,-0.33767914349503275,0.00000000000000
322,anticipating,-0.25256602220273955,0.00000000000000
323,anticipation,-0.15957449450355243,0.00000048648274
324,antique,-0.06032545658059729,0.05853718569747
325,anxiety,-0.6034462371986161,0.00000000000000
326,anxious,-0.5742446711058343,0.00000000000000
327,anxiously,-0.35487578361356853,0.00000000000000
328,anybody,0.11760616924641433,0.00021789634846
329,anyhow,0.12823204187784684,0.00005482734440
330,anyone,0.47767054733968317,0.00000000000000
331,anything,0.09616033767436778,0.00253110590716
332,anyway,0.4211666966982015,0.00000000000000
333,anywhere,0.21187515690659184,0.00000000001891
334,ap,-0.14785303360536778,0.00000319770153
335,apart,0.08439589565063094,0.00807882607061
336,apartment,-0.3013806984991309,0.00000000000000
337,apartments,-0.36059111815674455,0.00000000000000
338,apologetic,0.11027874930732766,0.00052927213705
339,apologetically,0.15125337500744493,0.00000187874873
340,apologies,-0.13006220153656337,0.00004274854510
341,apologise,0.012169619031255392,0.70299925738411
342,apologised,-0.05326856349914615,0.09491315003305
343,apology,-0.34177317342016217,0.00000000000000
344,appalled,-0.15507034338933953,0.00000101980004
345,appalling,-0.1877355778899075,0.00000000294938
346,apparatus,-0.03427493433527308,0.28277263594378
347,apparent,-0.3754166994698892,0.00000000000000
348,apparently,-0.07481491676604757,0.01891716460689
349,apparition,-0.1384054680025635,0.00001318108468
350,appeal,-0.2508300580909825,0.00000000000000
351,appealed,-0.11711949611388964,0.00023149915299
352,appealing,-0.08169434622613858,0.01035688629254
353,appeals,-0.08319917806269277,0.00902602106580
354,appear,-0.6339020458867992,0.00000000000000
355,appearance,-0.6606354280408039,0.00000000000000
356,appearances,-0.3041912737242352,0.00000000000000
357,appeared,-0.568471508738255,0.00000000000000
358,appearing,-0.35773624539168736,0.00000000000000
359,appears,-0.3758358759818262,0.00000000000000
360,appetite,-0.09972421298315977,0.00173584083134
361,applauded,-0.18510624026145403,0.00000000492165
362,applause,-0.16771145219145894,0.00000012115858
363,apple,0.030902659357157622,0.33285578348525
364,apples,-0.006349278732272179,0.84232693674979
365,application,-0.35716862689908635,0.00000000000000
366,applied,-0.4303286851177314,0.00000000000000
367,apply,-0.4076455286287504,0.00000000000000
368,applying,-0.27130077824065213,0.00000000000000
369,appointed,-0.41728709887547244,0.00000000000000
370,appointment,-0.03294877627207772,0.30182420861071
371,appreciate,0.08953202940816446,0.00494513216413
372,appreciated,-0.02618321892818963,0.41196978524322
373,appreciation,0.03534842015370731,0.26795968835996
374,apprehension,-0.4658976310143525,0.00000000000000
375,apprehensions,-0.4742658934947718,0.00000000000000
376,apprehensive,-0.2986177818832729,0.00000000000000
377,approach,-0.5043503310659814,0.00000000000000
378,approached,-0.45542013470915355,0.00000000000000
379,approaches,-0.22970608118458313,0.00000000000030
380,approaching,-0.47886345158656163,0.00000000000000
381,appropriate,-0.0025309045196462475,0.93680149263029
382,approval,0.06160523806500274,0.05337683342991
383,approve,-0.29245275548681565,0.00000000000000
384,approved,-0.2663110083703254,0.00000000000000
385,april,-0.001490970456857434,0.96274396653195
386,apron,-0.041130166872520066,0.19736037116191
387,apt,-0.2607418989394486,0.00000000000000
388,arabicprice,0.21666246515947338,0.00000000000644
389,arc,-0.18043119941528507,0.00000001201230
390,arch,-0.14234592604993287,0.00000738133665
391,arched,-0.04261993058938123,0.18160071066764
392,arches,-0.17743980653328115,0.00000002100459
393,architecture,-0.1392756016361638,0.00001161251548
394,ardent,-0.43277615436659894,0.00000000000000
395,ardour,-0.4047502349671811,0.00000000000000
396,area,0.36090077574266605,0.00000000000000
397,areas,0.2915586886709174,0.00000000000000
398,argue,0.04712772021802447,0.13960043119443
399,argued,0.01735612742152664,0.58658641654031
400,arguing,0.19521443126831928,0.00000000066013
401,argument,-0.13742700641300357,0.00001518565903
402,arguments,-0.35500729453339813,0.00000000000000
403,arid,-0.42843083049700936,0.00000000000000
404,arise,-0.4163259380714467,0.00000000000000
405,arisen,-0.3248167275692051,0.00000000000000
406,arising,-0.3498098619497752,0.00000000000000
407,aristocratic,-0.11414611614725831,0.00033347362032
408,arm,-0.12890256646402865,0.00005006885345
409,armchair,-0.0754732324539117,0.01789075264644
410,armed,-0.11464607426912345,0.00031381134407
411,armour,-0.0846031230047351,0.00792414820572
412,arms,-0.25898414870268666,0.00000000000000
413,army,0.004574061914925833,0.88605239578092
414,arose,-0.41913383400030213,0.00000000000000
415,around,0.3956140807831611,0.00000000000000
416,arouse,-0.08458880116677218,0.00793475244377
417,aroused,-0.14563331734942142,0.00000449643918
418,arrange,-0.08128353238361263,0.01074927686229
419,arranged,-0.14141336244707503,0.00000847894242
420,arrangement,-0.3008405824331897,0.00000000000000
421,arrangements,-0.21200039545492927,0.00000000001839
422,arranging,-0.2604027170945024,0.00000000000000
423,array,-0.1907378752439051,0.00000000162887
424,arrest,-0.07520341027913172,0.01830540110500
425,arrested,-0.21363530435063113,0.00000000001276
426,arrival,-0.5662050471995335,0.00000000000000
427,arrive,-0.2504343337110295,0.00000000000000
428,arrived,-0.48625796747237277,0.00000000000000
429,arrives,-0.18456112444935893,0.00000000546783
430,arriving,-0.13340019595170277,0.00002692137569
431,arrogance,-0.05020237076227919,0.11553887931044
432,arrogant,0.02403167543107772,0.45145306285887
433,arrow,-0.007920879181892831,0.80401344260443
434,arrows,0.023628583484829394,0.45908100695289
435,art,-0.2406746802753081,0.00000000000002
436,article,-0.16269817169768647,0.00000028762279
437,articles,-0.24389988708808777,0.00000000000001
438,artificial,-0.0744478021530425,0.01951159170515
439,artist,-0.047625767502937864,0.13546069068709
440,artistic,0.015292631934938954,0.63184658203198
441,artists,-0.016231472306533174,0.61106928689656
442,arts,-0.29690090739165387,0.00000000000000
443,ascend,-0.3794856926312115,0.00000000000000
444,ascended,-0.3964179127525901,0.00000000000000
445,ascending,-0.34986776427927874,0.00000000000000
446,ascent,-0.19006853130185986,0.00000000186095
447,ascertain,-0.3954270483763817,0.00000000000000
448,ascertained,-0.3002596157860868,0.00000000000000
449,ash,0.07107667243669318,0.02577570905764
450,ashamed,-0.3609596843212432,0.00000000000000
451,ashes,-0.09624361435617058,0.00250923967170
452,ashore,0.01344017032203424,0.67369315808720
453,aside,-0.14505683251189258,0.00000490863048
454,ask,-0.10383342418265154,0.00110704305083
455,asked,0.12023450177924477,0.00015649022184
456,asking,0.07737586154614608,0.01519317933815
457,asks,-0.0021153091102256564,0.94716255924441
458,asleep,-0.10278102368760965,0.00124410626270
459,aspect,-0.33858648586836654,0.00000000000000
460,aspects,0.118357029693187,0.00019837086335
461,ass,0.14129859407036083,0.00000862432204
462,assailed,-0.3319689665124938,0.00000000000000
463,assassin,-0.18445832189110806,0.00000000557723
464,assault,0.03408529279348152,0.28544600202739
465,assembled,-0.44035348039997046,0.00000000000000
466,assembly,-0.1853258084336276,0.00000000471697
467,assent,-0.25641278096812936,0.00000000000000
468,assented,-0.18338754330023052,0.00000000685086
469,assert,-0.3339391626934377,0.00000000000000
470,asserted,-0.1892448358625219,0.00000000219097
471,assertion,-0.3030186039726759,0.00000000000000
472,assigned,-0.11631952086047587,0.00025560093147
473,assist,-0.5728256056788195,0.00000000000000
474,assistance,-0.6120657990100499,0.00000000000000
475,assistant,0.08339057642181459,0.00886817358599
476,assistants,-0.04343739914537325,0.17335931330410
477,assisted,-0.5214034480474391,0.00000000000000
478,assisting,-0.36039837554287824,0.00000000000000
479,associate,-0.23868362600279375,0.00000000000003
480,associated,-0.11268653533059109,0.00039766060501
481,associates,-0.21148082086764533,0.00000000002064
482,association,0.025044525766335805,0.43260567921743
483,associations,-0.21882630275877976,0.00000000000392
484,assume,-0.11937896355736527,0.00017442294124
485,assumed,-0.3288813239565412,0.00000000000000
486,assuming,-0.11483695131506882,0.00030659460647
487,assumption,0.05560083375689322,0.08128790702554
488,assurance,-0.3666133247237914,0.00000000000000
489,assure,-0.4522935251010714,0.00000000000000
490,assured,-0.49921277627422767,0.00000000000000
491,assuredly,-0.2805108915910342,0.00000000000000
492,assuring,-0.3914414373883536,0.00000000000000
493,astonished,-0.4534362328313476,0.00000000000000
494,astonishing,-0.1857628685428517,0.00000000433387
495,astonishment,-0.5054243869518789,0.00000000000000
496,astounded,-0.08615910997413405,0.00684483665873
497,asylum,-0.3843105892844103,0.00000000000000
498,ate,0.1708179388551014,0.00000006998516
499,athletic,-0.012831728007278699,0.68766893537671
500,atmosphere,-0.05002257034038419,0.11684986451950
501,attach,-0.2594352328652358,0.00000000000000
502,attached,-0.455937153067964,0.00000000000000
503,attachment,-0.49818938130789975,0.00000000000000
504,attack,0.018920329652761834,0.55331084147605
505,attacked,-0.15346772852401705,0.00000132042512
506,attacking,0.057139615441821646,0.07319941815682
507,attacks,-0.1230064518863412,0.00010957156656
508,attain,-0.29127984679308244,0.00000000000000
509,attained,-0.3314674510347879,0.00000000000000
510,attempt,-0.462138507696354,0.00000000000000
511,attempted,-0.4786090014289544,0.00000000000000
512,attempting,-0.2852928485233396,0.00000000000000
513,attempts,-0.32219026643021176,0.00000000000000
514,attend,-0.6100929856684946,0.00000000000000
515,attendance,-0.48000878165123634,0.00000000000000
516,attendant,-0.31290568023472964,0.00000000000000
517,attendants,-0.3554259815265308,0.00000000000000
518,attended,-0.5819036907645314,0.00000000000000
519,attending,-0.45867109731198313,0.00000000000000
520,attention,-0.5231136129975432,0.00000000000000
521,attentions,-0.4378933073166832,0.00000000000000
522,attentive,-0.4494569351423257,0.00000000000000
523,attentively,-0.36651572612051336,0.00000000000000
524,attic,0.0956356522614069,0.00267292371011
525,attire,-0.27890883101100017,0.00000000000000
526,attitude,-0.07644440991759897,0.01646553664482
527,attorney,-0.020935747134933513,0.51184608247858
528,attract,-0.21260656273305198,0.00000000001607
529,attracted,-0.3918018541112913,0.00000000000000
530,attracting,-0.15399696501439875,0.00000121279661
531,attraction,-0.14748353370268313,0.00000338555334
532,attractions,-0.33006484055652957,0.00000000000000
533,attractive,-0.013639950379811881,0.66912838579232
534,attributed,-0.4049108264611916,0.00000000000000
535,au,-0.23148117968147872,0.00000000000020
536,audible,-0.15137733740387516,0.00000184226531
537,audience,-0.013601891554634931,0.66999705707335
538,aught,-0.2783552055576585,0.00000000000000
539,august,-0.04996483273413148,0.11727331399500
540,aunt,-0.1032387436333567,0.00118267620063
541,austere,-0.11604799889334141,0.00026430191354
542,author,-0.29069191404225947,0.00000000000000
543,authorities,0.05280256313367275,0.09784313330558
544,authority,-0.26894883421589916,0.00000000000000
545,automatic,0.24756211280661958,0.00000000000000
546,automatically,0.34954472760912586,0.00000000000000
547,autumn,-0.15110978930258712,0.00000192187401
548,avail,-0.45593592813405454,0.00000000000000
549,available,0.32417531908486175,0.00000000000000
550,avenge,-0.18390785166554555,0.00000000620020
551,avenue,0.028863433053350544,0.36575783581174
552,average,0.10285884689388025,0.00123345834434
553,aversion,-0.38413252198379955,0.00000000000000
554,averted,-0.20525261433996825,0.00000000008050
555,avoid,-0.45071056046787805,0.00000000000000
556,avoided,-0.3401751877642472,0.00000000000000
557,avoiding,-0.15371130328464738,0.00000126979770
558,await,-0.3413607294308395,0.00000000000000
559,awaited,-0.39776078350978683,0.00000000000000
560,awaiting,-0.1452099935031359,0.00000479572568
561,awake,-0.07451748415035357,0.01939752665348
562,awaken,-0.3406946372623162,0.00000000000000
563,awakened,-0.34026837163503043,0.00000000000000
564,awakening,-0.08543944231888731,0.00732647195089
565,aware,-0.14028708365403147,0.00001001265479
566,away,-0.05790754080017802,0.06941587328138
567,awe,-0.3409817012123725,0.00000000000000
568,awed,-0.17569237087945705,0.00000002898591
569,awful,-0.2063300443374048,0.00000000006381
570,awfully,0.050738062583939425,0.11170134621503
571,awhile,-0.056020448958641854,0.07901354444253
572,awkward,-0.12638882852507563,0.00007020916507
573,awkwardly,0.0804933738138101,0.01154126549365
574,awoke,-0.29972963582412904,0.00000000000000
575,axe,-0.018348361801709255,0.56537081290738
576,ay,-0.2802092851299551,0.00000000000000
577,aye,-0.030551836924981885,0.33837599109650
578,b,-0.3366598553873047,0.00000000000000
579,babe,-0.15018611160003845,0.00000222285797
580,babies,0.11860931409135568,0.00019218755850
581,baby,0.1735396538187292,0.00000004291266
582,bachelor,-0.11380673452492573,0.00034747027127
583,back,0.4716437230340064,0.00000000000000
584,backed,0.2833364915617592,0.00000000000000
585,background,0.18233260789625333,0.00000000837978
586,backing,0.2566598083804815,0.00000000000000
587,backs,0.1274079294518063,0.00006126247971
588,backward,0.10448170673884602,0.00102969711958
589,backwards,-0.1292343075765099,0.00004786175926
590,bacon,-0.0007958765816512795,0.98010765247195
591,bad,0.010145982127246276,0.75058304492991
592,bade,-0.32439918734672724,0.00000000000000
593,badly,0.21756926248523334,0.00000000000524
594,baffled,-0.13834137701699617,0.00001330427097
