position,authors,genres,lavin_genres,ids,big_genres,titles,dates,cosine_similarities
783,Stout%2C+Rex%2C,chirandom | teamblack | chimyst,no_lavin_tag,784,crime,Gambit,1962,0.087309578
627,Allan%2C+Ted%2C,chirandom | teamred,no_lavin_tag,628,non_genre,This+time+a+better+earth,1939,0.087074924
805,Dick%2C+Philip+K%2C,chirandom | teamblack | chiscifi,no_lavin_tag,806,scifi,Now+wait+for+last+year,1966,0.087012514
233,Robinson%2C+Frederick+Willi,teamred | random,no_lavin_tag,234,non_genre,As+long+as+she+lived,1876,0.086863087
833,Stout%2C+Rex%2C,teamred | chimyst,no_lavin_tag,834,crime,Death+of+a+dude,1969,0.086830678
561,Williams%2C+Charles%2C,chifantasy | teamblack,no_lavin_tag,562,non_genre,War+in+heaven,1930,0.086823508
223,Stockton%2C+Frank+Richard%2C,teamblack | random,no_lavin_tag,224,non_genre,What+might+have+been+expe,1874,0.086205466
413,Abbott%2C+Eleanor+Hallowell,teamblack | random,no_lavin_tag,414,non_genre,The+white+linen+nurse,1913,0.086184509
584,Shute%2C+Nevil%2C,chirandom | teamred,no_lavin_tag,585,non_genre,Lonely+road,1932,0.085905156
882,Sanders%2C+Lawrence%2C,teamred | chimyst,no_lavin_tag,883,crime,The+second+deadly+sin,1977,0.085767797
775,Stout%2C+Rex%2C,chirandom | teamblack | chimyst,no_lavin_tag,776,crime,The+final+deduction,1961,0.085763893
180,Wood%2C+Ellen%2C,sensation | teamblack | stew,no_lavin_tag,181,sensation,East+Lynne,1861,0.085699821
944,Friedman%2C+Kinky%2C,teamblack | chimyst,no_lavin_tag,945,crime,Greenwich+killing+time,1986,0.08563965
251,Aldrich%2C+Thomas+Bailey%2C,teamred | det100,no_lavin_tag,252,crime,The+stillwater+tragedy,1880,0.085543675
662,Stein%2C+Gertrude%2C,chirandom | teamred,no_lavin_tag,663,non_genre,Wars+I+have+seen,1945,0.085467795
645,Marsh%2C+Ngaio%2C,chirandom | teamblack | chimyst | cozy,no_lavin_tag,646,crime,A+man+lay+dead,1942,0.085191484
552,Hammett%2C+Dashiell%2C,hardboiled | det100 | teamblack | chimyst,no_lavin_tag,553,crime,Red+Harvest,1929,0.085165891
635,Christie%2C+Agatha%2C,chirandom | teamblack | chimyst,no_lavin_tag,636,crime,N+or+M%3F,1941,0.085127507
452,Post%2C+Melville+Davisson%2C,det100 | teamblack | stew,no_lavin_tag,453,crime,Uncle+Abner%2C+master+of+my,1918,0.08476149
248,Zhelikhovsky%2C+Vera%2C,lockandkey | teamblack,no_lavin_tag,249,crime,The+General%27s+Will,1880,0.084483239
940,Collins%2C+Max+Allan%2C,chirandom | teamred | chimyst,no_lavin_tag,941,crime,A+shroud+for+Aquarius,1985,0.083928843
927,Lorrah%2C+Jean%2C,teamblack | chiscifi | stew,no_lavin_tag,928,scifi,Channel%27s+destiny,1982,0.083892906
729,Powell%2C+Richard%2C,chirandom | teamblack | chimyst,no_lavin_tag,730,crime,A+shot+in+the+dark,1952,0.083437826
654,Brackett%2C+Leigh%2C,chirandom | teamred | chimyst,no_lavin_tag,655,crime,No+good+from+a+corpse,1944,0.083271843
404,Appleton%2C+Victor.,teamblack | locdetmyst | juvenile | drop,no_lavin_tag,405,crime,Tom+Swift+and+his+sky+rac,1911,0.083261544
939,Effinger%2C+George+Alec%2C,chirandom | teamblack | chiscifi | stew,no_lavin_tag,940,scifi,The+nick+of+time,1985,0.082891248
182,Trollope%2C+Anthony%2C,teamred | random,no_lavin_tag,183,non_genre,Rachel+Ray,1863,0.082770905
852,Stout%2C+Rex%2C,teamred | chimyst,no_lavin_tag,853,crime,Please+pass+the+guilt,1973,0.082562648
634,Atkinson%2C+Eleanor%2C,chirandom | teamred,no_lavin_tag,635,non_genre,Greyfriars+Bobby,1940,0.082419984
965,Swift%2C+Edward%2C,chirandom | teamred,no_lavin_tag,966,non_genre,A+place+with+promise,1987,0.082392365
455,Hewlett%2C+Maurice%2C,teamred | random,no_lavin_tag,456,non_genre,Gudrid+the+Fair,1918,0.082365616
802,Braithwaite%2C+E.+R.++%28Edwa,chirandom | teamblack,no_lavin_tag,803,non_genre,Choice+of+straws,1965,0.082183512
522,Wells%2C+H.+G.,teamred | chiscifi | stew,no_lavin_tag,523,scifi,Men+like+gods,1923,0.082099976
915,Valin%2C+Jonathan%2C,teamblack | chimyst | stew,no_lavin_tag,916,crime,Dead+Letter,1981,0.081840246
728,Vonnegut%2C+Kurt%2C,chirandom | teamblack | chiscifi | stew,no_lavin_tag,729,scifi,Player+piano,1952,0.081632902
633,Shute%2C+Nevil%2C,chirandom | teamblack,no_lavin_tag,634,non_genre,Landfall,1940,0.081626995
481,Hewlett%2C+Maurice%2C,teamred | random,no_lavin_tag,482,non_genre,The+light+heart,1920,0.08113637
365,Dunsany%2C+Edward+John+More,teamblack | pbgothic | stew,no_lavin_tag,366,gothic,The+gods+of+Pegna,1905,0.080841984
567,Hammett%2C+Dashiell%2C,hardboiled | det100 | teamblack | chimyst,no_lavin_tag,568,crime,The+Maltese+falcon,1930,0.080805034
608,Gellhorn%2C+Martha%2C,chirandom | teamred,no_lavin_tag,609,non_genre,The+trouble+I%27ve+seen,1936,0.080670054
358,Hope%2C+Laura+Lee.,teamred | locdetmyst | juvenile | drop,no_lavin_tag,359,crime,The+Bobbsey+twins%3B,1904,0.080575585
39,Anonymous5,lockandkey | teamblack,no_lavin_tag,40,crime,Devasmita,1800,0.08052505
910,Kurland%2C+Michael%2C,teamred | chiscifi,no_lavin_tag,911,scifi,The+last+President,1980,0.079796587
756,Dick%2C+Philip+K%2C,chirandom | teamblack | chiscifi,no_lavin_tag,757,scifi,Eye+in+the+sky,1957,0.079518154
692,Christie%2C+Agatha%2C,chirandom | teamred | chimyst,no_lavin_tag,693,crime,Crooked+house,1949,0.079468441
881,Dick%2C+Philip+K%2C,teamblack | chiscifi,no_lavin_tag,882,scifi,A+scanner+darkly,1977,0.079437455
643,Gardner%2C+Erle+Stanley%2C,teamred | det100 | chimyst,no_lavin_tag,644,crime,The+case+of+the+empty+tin,1942,0.079253182
772,McBain%2C+Ed%2C,teamblack | chimyst | stew,no_lavin_tag,773,crime,Give+the+boys+a+great+big,1960,0.079060554
6,Reeve%2C+Clara%2C,teamblack | pbgothic | lavin_ghost,lavin_ghost,7,gothic,The+old+English+baron,1777,0.078972866
639,Knight%2C+Eric%2C,chirandom | teamblack,no_lavin_tag,640,non_genre,Sam+Small+flies+again+%28Th,1942,0.078972319
972,Crais%2C+Robert%2C,teamred | chimyst,no_lavin_tag,973,crime,Stalking+the+angel,1989,0.078946296
974,Hillerman%2C+Tony%2C,teamred | chimyst,no_lavin_tag,975,crime,Talking+God,1989,0.07871838
751,Coxe%2C+George+Harmon%2C,teamblack | chimyst,no_lavin_tag,752,crime,Man+on+a+rope,1956,0.078311444
977,Cook%2C+Robin%2C,teamred | chihorror | chiscifi | stew,no_lavin_tag,978,multi,Mutation,1989,0.078259755
825,Davis%2C+Gwen%2C,chirandom | teamred,no_lavin_tag,826,non_genre,The+pretenders,1969,0.076851184
620,Du+Maurier%2C+Daphne%2C,teamred | pbgothic | stew,no_lavin_tag,621,gothic,Rebecca,1938,0.076373013
688,Brown%2C+Fredric%2C,teamred | chimyst,no_lavin_tag,689,crime,The+dead+ringer,1948,0.07576236
982,McMurtry%2C+Larry%2C,chirandom | teamblack,no_lavin_tag,983,non_genre,Some+can+whistle,1989,0.075665254
861,Stark%2C+Richard%2C,chirandom | teamblack | crime,no_lavin_tag,862,crime,Butcher%27s+moon,1974,0.075423546
648,Marsh%2C+Ngaio%2C,chirandom | teamred | chimyst,no_lavin_tag,649,crime,Colour+scheme,1943,0.075368245
676,Fair%2C+A.+A.,teamred | det100 | chimyst,no_lavin_tag,677,crime,Crows+can%27t+count,1946,0.0753327
809,Westlake%2C+Donald+E%2C,teamred | chimyst | stew,no_lavin_tag,810,crime,The+busy+body,1966,0.075026968
397,Wells%2C+Carolyn%2C,teamred | det100 | stew,no_lavin_tag,398,crime,The+gold+bag,1911,0.075005933
637,Heyer%2C+Georgette%2C,chirandom | teamred,no_lavin_tag,638,non_genre,Faro%27s+daughter,1941,0.074707074
642,Eberhart%2C+Mignon+Good,det100 | teamblack | cozy,no_lavin_tag,643,crime,Wolf+in+man%27s+clothing,1942,0.074245265
245,Scudder%2C+Horace+Elisha%2C,teamblack | random,no_lavin_tag,246,non_genre,Doings+of+the+Bodley+fami,1880,0.074117462
415,Rinehart%2C+Mary+Roberts%2C,det100 | teamblack,no_lavin_tag,416,crime,The+case+of+Jennie+Brice,1913,0.073983022
741,Robbins%2C+Harold%2C,chirandom | teamblack,no_lavin_tag,742,non_genre,Never+leave+me,1954,0.073575402
172,Manning%2C+Anne%2C,teamblack | random,no_lavin_tag,173,non_genre,The+ladies+of+Bever+Hollo,1858,0.073518682
761,Gardner%2C+Erle+Stanley%2C,teamred | det100 | chimyst,no_lavin_tag,762,crime,The+case+of+the+deadly+to,1959,0.073056917
336,Thornton%2C+Marcellus+Eugen,teamred | random,no_lavin_tag,337,non_genre,My+%22budie%22+and+I,1899,0.073009178
957,Friedman%2C+Kinky%2C,chirandom | teamred | chimyst,no_lavin_tag,958,crime,A+case+of+Lone+Star,1987,0.072803537
553,Christie%2C+Agatha%2C,teamred | chimyst | cozy,no_lavin_tag,554,crime,The+Seven+dials+mystery,1929,0.072495
693,Ferrars%2C+E.+X%2C,chirandom | teamred | chimyst,no_lavin_tag,694,crime,The+March+Hare+murders,1949,0.071456929
878,Segal%2C+Erich%2C,chirandom | teamred,no_lavin_tag,879,non_genre,Oliver%27s+story,1977,0.071174761
709,Lewis%2C+C.+S.,chifantasy | teamblack,no_lavin_tag,710,non_genre,The+lion%3A+the+witch+and+t,1950,0.070486365
581,Armstrong%2C+Martin%2C,chirandom | teamblack,no_lavin_tag,582,non_genre,The+romantic+adventures+o,1931,0.069974477
831,Pentecost%2C+Hugh%2C,chirandom | teamblack | chimyst | stew,no_lavin_tag,832,crime,Girl+watcher%27s+funeral,1969,0.069917381
609,Latimer%2C+Jonathan%2C,teamblack | chimyst,no_lavin_tag,610,crime,Murder+in+the+madhouse,1936,0.06970276
952,Hiaasen%2C+Carl%2C,chirandom | teamred | chimyst,no_lavin_tag,953,crime,Double+whammy,1987,0.06939549
613,Steinbeck%2C+John%2C,chirandom | teamred,no_lavin_tag,614,non_genre,Of+mice+and+men,1937,0.068700368
667,Sherman%2C+Harold+M.,teamblack | chiscifi | stew,no_lavin_tag,668,scifi,The+green+man,1946,0.067207721
806,Herbert%2C+Frank%2C,teamred | chiscifi,no_lavin_tag,807,scifi,The+eyes+of+Heisenberg,1966,0.066766656
792,Kim%2C+Richard+E.,chirandom | teamred,no_lavin_tag,793,non_genre,The+martyred,1964,0.066588795
889,Mcdonald%2C+Gregory%2C,teamred | chimyst,no_lavin_tag,890,crime,Fletch%27s+fortune,1978,0.066241164
663,Armstrong%2C+Charlotte%2C,teamred | chimyst,no_lavin_tag,664,crime,The+innocent+flower,1945,0.066101326
845,Pentecost%2C+Hugh%2C,teamblack | chimyst | stew,no_lavin_tag,846,crime,The+deadly+joke,1971,0.065285838
764,Himes%2C+Chester+B.,chirandom | hardboiled | chimyst | teamred,no_lavin_tag,765,crime,The+crazy+kill,1959,0.064743788
828,Dick%2C+Philip+K%2C,teamred | chiscifi,no_lavin_tag,829,scifi,Galactic+pot-healer,1969,0.063846212
766,Jackson%2C+Shirley%2C,teamblack | pbgothic | stew | lavin_ghost,lavin_ghost,767,gothic,The+Haunting+of+Hill+House,1959,0.063211313
846,Thomas%2C+Ross%2C,teamblack | chimyst,no_lavin_tag,847,crime,The+fools+in+town+are+on+,1971,0.062308547
377,Bodkin%2C+M.+McDonnell,det100 | teamblack | stew,no_lavin_tag,378,crime,The+quests+of+Paul+Beck,1908,0.062130832
540,Glaspell%2C+Susan%2C,chirandom | teamred | chimyst,no_lavin_tag,541,crime,A+jury+of+her+peers,1927,0.062011342
55,Genlis%2C+Stphanie+Flicit%2C,teamred | random,no_lavin_tag,56,non_genre,Madame+de+Maintenon,1806,0.061824231
644,Rice%2C+Craig%2C,det100 | teamblack | chimyst,no_lavin_tag,645,crime,The+big+midget+murders,1942,0.06140861
558,Berkeley%2C+Anthony%2C,teamblack | chimyst,no_lavin_tag,559,crime,The+Piccadilly+murder,1930,0.061286731
468,Bailey%2C+Arthur+Scott%2C,teamblack | random,no_lavin_tag,469,non_genre,The+tale+of+Grumpy+Weasel,1920,0.058104341
254,Sidney%2C+Margaret%2C,teamblack | random,no_lavin_tag,255,non_genre,Five+little+Peppers+and+h,1881,0.057696901
737,Lasswell%2C+Mary%2C,chirandom | teamred,no_lavin_tag,738,non_genre,Tooner+Schooner,1953,0.057549709
876,Jenkins%2C+Dan%2C,chirandom | teamred,no_lavin_tag,877,non_genre,Limo,1976,0.056510585
848,Levin%2C+Ira%2C,teamblack | chihorror | chiscifi,no_lavin_tag,849,multi,The+Stepford+wives,1972,0.0545489
458,Butler%2C+Ellis+Parker%2C,det100 | teamblack,no_lavin_tag,459,crime,Philo+Gubb,1918,0.054502613
412,Ford%2C+Ford+Madox%2C,teamblack | random,no_lavin_tag,413,non_genre,Mr.+Fleight,1913,0.050729968
820,Levin%2C+Ira%2C,teamblack | pbgothic | chihorror | stew | lavin_magic,lavin_magic,821,gothic,Rosemary%27s+baby,1967,0.050218092
941,Dick%2C+Philip+K%2C,chirandom | teamblack,no_lavin_tag,942,non_genre,Puttering+about+in+a+smal,1985,0.047918329
556,Burnett%2C+W.+R.,teamred | chimyst,no_lavin_tag,557,crime,Little+Caesar,1929,0.047370935
488,Nathan%2C+Robert%2C,chirandom | teamred,no_lavin_tag,489,non_genre,Autumn,1921,0.047241123
953,Parker%2C+Robert+B.,teamblack | chimyst,no_lavin_tag,954,crime,Pale+kings+and+princes,1987,0.03851095
71,Maturin%2C+Charles+Robert%2C,teamblack | pbgothic | lavin_deranged,lavin_deranged,72,gothic,Bertram%2C+or%2C+The+castle+o,1816,0
219,Flammarion%2C+Camille%2C,teamblack | anatscifi | stew,no_lavin_tag,220,scifi,Lumen,1872,0
224,Pinkerton%2C+Allan%2C,teamred | locdetective | drop,no_lavin_tag,225,crime,The+somnambulist+and+the+,1875,0
237,Pinkerton%2C+Allan%2C,teamblack | locdetective | drop,no_lavin_tag,238,crime,Criminal+reminiscences+an,1878,0
243,Pinkerton%2C+Allan%2C,teamred | locdetective | drop,no_lavin_tag,244,crime,Bucholz+and+the+detective,1880,0
253,Pinkerton%2C+Allan%2C,teamblack | locdetective | drop,no_lavin_tag,254,crime,The+gypsies+and+the+detec,1881,0
264,Pinkerton%2C+Allan%2C,teamblack | locdetective | drop,no_lavin_tag,265,crime,Professional+thieves+and+,1886,0
341,Pinkerton%2C+Allan%2C,teamblack | locdetective | drop,no_lavin_tag,342,crime,The+model+town+and+the+de,1900,0
343,Pinkerton%2C+Allan%2C,teamblack | locdetective | drop,no_lavin_tag,344,crime,The+model+town+and+the+de,1900,0
344,Pinkerton%2C+Allan%2C,teamblack | locdetective | drop,no_lavin_tag,345,crime,The+burglar%27s+fate+and+th,1900,0
347,Ling%2C+M.+A.+Moore+Bentley,teamred | femscifi,no_lavin_tag,348,scifi,A+woman+of+Mars,1901,0
416,Hope%2C+Laura+Lee.,teamred | locdetmyst | juvenile | drop,no_lavin_tag,417,crime,The+outdoor+girls+at+Rain,1913,0
424,Emerson%2C+Alice+B.,teamblack | locdetmyst | juvenile | drop,no_lavin_tag,425,crime,Ruth+Fielding+at+Lighthou,1913,0
439,Emerson%2C+Alice+B.,teamblack | locdetmyst | juvenile | drop,no_lavin_tag,440,crime,Ruth+Fielding+and+the+gyp,1915,0
441,Hope%2C+Laura+Lee.,teamred | locdetmyst | juvenile | drop,no_lavin_tag,442,crime,The+Bobbsey+twins+at+home,1916,0
449,Hope%2C+Laura+Lee.,teamblack | locdetmyst | juvenile | drop,no_lavin_tag,450,crime,The+Bobbsey+twins+in+a+gr,1917,0
451,Hope%2C+Laura+Lee.,teamblack | locdetmyst | juvenile | drop,no_lavin_tag,452,crime,The+Bobbsey+twins+on+Blue,1917,0
457,Hope%2C+Laura+Lee.,teamblack | locdetmyst | juvenile | drop,no_lavin_tag,458,crime,The+Bobbsey+twins+on+the+,1918,0
462,Hope%2C+Laura+Lee.,teamblack | locdetmyst | juvenile | drop,no_lavin_tag,463,crime,The+Bobbsey+twins+in+Wash,1919,0
465,Emerson%2C+Alice+B.,teamblack | locdetmyst | juvenile | drop,no_lavin_tag,466,crime,Ruth+Fielding+homeward+bo,1919,0
472,Hope%2C+Laura+Lee.,teamred | locdetmyst | juvenile | drop,no_lavin_tag,473,crime,The+Bobbsey+twins+in+the+,1920,0
513,Hope%2C+Laura+Lee.,teamblack | locdetmyst | juvenile | drop,no_lavin_tag,514,crime,The+Bobbsey+Twins+at+the+,1922,0
