position,authors,genres,lavin_genres,ids,big_genres,titles,dates,cosine_similarities
575,Merritt%2C+Abraham%2C,chifantasy | teamblack | chiscifi,no_lavin_tag,576,scifi,The+face+in+the+abyss,1931,0.1330764
577,Merritt%2C+Abraham%2C,teamred | chiscifi,no_lavin_tag,578,scifi,Face+in+the+abyss,1931,0.13305141
573,Queen%2C+Ellery%2C,teamred | det100 | chimyst,no_lavin_tag,574,crime,The+Dutch+shoe+mystery,1931,0.132701063
760,Kirkland%2C+Elithe+Hamilton,chirandom | teamblack,no_lavin_tag,761,non_genre,Love+is+a+wild+assault,1959,0.132591369
188,Le+Fanu%2C+Joseph+Sheridan%2C,teamred | sensation | pbgothic | stew,no_lavin_tag,189,multi,Uncle+Silas,1864,0.132378284
730,Malamud%2C+Bernard,chirandom | teamblack,no_lavin_tag,731,non_genre,The+natural,1952,0.132356008
593,Herrick%2C+Robert%2C,chiutopia | teamblack,no_lavin_tag,594,scifi,Sometime,1933,0.132282593
959,King%2C+Stephen%2C,teamred | pbgothic | chihorror | lavin_slasher | lavin_deranged,lavin_multi,960,gothic,Misery,1987,0.132275163
75,Austen%2C+Jane%2C,teamblack | lochorror | stew,no_lavin_tag,76,gothic,Northanger+Abbey,1818,0.132273093
399,Pearson%2C+Edmund+Lester%2C,teamblack | random,no_lavin_tag,400,non_genre,The+librarian+at+play,1911,0.132239141
888,Peters%2C+Elizabeth%2C,teamred | chimyst,no_lavin_tag,889,crime,Street+of+the+five+moons,1978,0.132087142
763,Heinlein%2C+Robert+A.,teamblack | chiscifi | stew,no_lavin_tag,764,scifi,Starship+troopers,1959,0.13207112
36,Robinson%2C+Mary+Darby%2C,teamred | random,no_lavin_tag,37,non_genre,The+false+friend,1799,0.132066273
201,Broughton%2C+Rhoda%2C,teamred | sensation | stew,no_lavin_tag,202,sensation,Not+Wisely+But+Too+Well,1867,0.131979814
339,Wells%2C+H.+G.,teamred | locscifi,no_lavin_tag,340,scifi,When+the+sleeper+wakes,1899,0.131840404
687,Williamson%2C+Jack%2C,chifantasy | teamblack | chihorror | chiscifi,no_lavin_tag,688,multi,Darker+than+you+think,1948,0.131769232
891,Bayer%2C+William%2C,chirandom | teamblack,no_lavin_tag,892,non_genre,Tangier,1978,0.131760056
946,Foster%2C+Alan+Dean%2C,teamred | chihorror | chiscifi | stew | lavin_magic,lavin_magic,947,multi,Into+the+out+of,1986,0.131750971
720,Asimov%2C+Isaac%2C,teamred | chiscifi,no_lavin_tag,721,scifi,Foundation,1951,0.131750212
204,Alcott%2C+Louisa+May%2C,teamblack | random,no_lavin_tag,205,non_genre,Kitty%27s+class+day+%3B,1868,0.131745815
829,Nielsen%2C+Helen%2C,teamred | chimyst | stew,no_lavin_tag,830,crime,Darkest+hour,1969,0.131596192
106,Gaspey%2C+Thomas%2C,newgate | teamblack,no_lavin_tag,107,crime,History+of+George+Godfrey,1828,0.131526937
93,Sullivan%2C+Mary+Ann.,teamred | stangothic,no_lavin_tag,94,gothic,Owen+Castle%2C+or%2C+Which+is+the+heroine%3F,1823,0.131466033
376,Perrin%2C+Alice%2C,teamred | random,no_lavin_tag,377,non_genre,The+stronger+claim,1908,0.131402411
807,MacDonald%2C+John+D.,teamred | chimyst,no_lavin_tag,808,crime,Darker+than+amber,1966,0.131269459
505,Sampson%2C+Emma+Speed%2C,chirandom | teamblack,no_lavin_tag,506,non_genre,The+shorn+lamb,1922,0.131128474
286,Farjeon%2C+B.+L.,teamblack | random,no_lavin_tag,287,non_genre,Miser+Farebrother,1888,0.131097532
636,Merritt%2C+Abraham%2C,teamred | chiscifi | stew,no_lavin_tag,637,scifi,The+metal+monster,1941,0.131059049
706,Phillips%2C+Rog%2C,teamred | chifantasy | chiscifi | stew,no_lavin_tag,707,scifi,Worlds+within,1950,0.131029802
901,Schulman%2C+J.+Neil+1953-++,teamblack | chiscifi,no_lavin_tag,902,scifi,Alongside+night,1979,0.130975913
230,Pinkerton%2C+Allan%2C,teamblack | locdetmyst | stew,no_lavin_tag,231,crime,Claude+Melnotte+as+a+dete,1875,0.130897201
571,Schuyler%2C+George+S.,teamblack | chiscifi,no_lavin_tag,572,scifi,Black+no+more,1931,0.130815385
502,Forrest%2C+Michael+D,teamred | random,no_lavin_tag,503,non_genre,Father+Justin,1922,0.130807183
181,Braddon%2C+M.+E.,teamred | sensation | stew,no_lavin_tag,182,sensation,Lady+Audley%27s+Secret,1862,0.130764895
354,Lafargue%2C+Paul%2C,teamblack | random,no_lavin_tag,355,non_genre,The+sale+of+an+appetite,1903,0.130611323
380,Moore%2C+Frank+Frankfort%2C,teamred | random,no_lavin_tag,381,non_genre,An+amateur+adventuress,1908,0.130515174
979,Lackey%2C+Mercedes%2C,chifantasy | teamblack | chimyst | chihorror | lavin_slasher | lavin_magic,lavin_multi,980,multi,Burning+water,1989,0.130409245
122,Pushkin%2C+Alexander+Sergeievich%2C,lockandkey | teamblack,no_lavin_tag,123,crime,The+Queen+of+Spades,1834,0.130395
295,Franzos%2C+Karl+Emil%2C,teamred | random,no_lavin_tag,296,non_genre,Judith+Trachtenberg,1890,0.13036269
950,Ray%2C+Robert+J.+1935-++%28Ro,teamblack | chimyst | stew,no_lavin_tag,951,crime,Murdock+for+hire,1987,0.13032969
448,London%2C+Jack%2C,teamred | random,no_lavin_tag,449,non_genre,Michael%2C+brother+of+Jerry,1917,0.130313092
221,Pinkerton%2C+Allan%2C,teamred | locdetective,no_lavin_tag,222,crime,The+expressman+and+the+de,1874,0.130219425
186,Braddon%2C+M.+E.,sensation | teamblack | stew,no_lavin_tag,187,sensation,Aurora+Floyd,1863,0.130145787
535,Mirrlees%2C+Hope%2C,chifantasy | teamblack,no_lavin_tag,536,non_genre,Lud-in-the-Mist,1927,0.12999559
587,Huxley%2C+Aldous%2C,chiutopia | teamblack | chiscifi,no_lavin_tag,588,scifi,Brave+new+world,1932,0.129945366
871,Piercy%2C+Marge%2C,chiutopia | chiscifi | teamred,no_lavin_tag,872,scifi,Woman+on+the+edge+of+time,1976,0.129872917
938,Benford%2C+Gregory%2C,teamblack | chiscifi,no_lavin_tag,939,scifi,Artifact,1985,0.129759296
865,Stasheff%2C+Christopher%2C,chirandom | chifantasy | teamblack,no_lavin_tag,866,non_genre,The+warlock+in+spite+of+h,1975,0.129735492
259,Haggard%2C+H.+Rider,teamred | pbgothic | lavin_magic,lavin_magic,260,gothic,King+Solomon%27s+mines,1885,0.129585489
222,Pinkerton%2C+Allan%2C,teamred | locdetective,no_lavin_tag,223,crime,The+expressman+and+the+de,1874,0.12955924
671,Wellman%2C+Manly+Wade%2C,teamred | chiscifi,no_lavin_tag,672,scifi,The+solar+invasion,1946,0.129540051
622,Priestley%2C+J.+B.,teamred | chiscifi,no_lavin_tag,623,scifi,The+doomsday+men,1938,0.129500761
731,Lowndes%2C+Robert+W%2C,teamred | chiscifi,no_lavin_tag,732,scifi,Mystery+of+the+third+mine,1953,0.129457388
189,Le+Fanu%2C+Joseph+Sheridan%2C,teamred | sensation | pbgothic | stew,no_lavin_tag,190,multi,Uncle+Silas,1864,0.129366775
550,Lewis%2C+Sinclair%2C,chirandom | teamblack,no_lavin_tag,551,non_genre,Dodsworth,1929,0.129329285
526,Burroughs%2C+Edgar+Rice%2C,teamblack | chiscifi | stew,no_lavin_tag,527,scifi,The+moon+men,1925,0.129287272
427,Cullum%2C+Ridgwell%2C,teamred | random,no_lavin_tag,428,non_genre,The+way+of+the+strong%3B,1914,0.129274129
389,Palmer%2C+Frederick%2C,teamblack | random,no_lavin_tag,390,non_genre,The+big+fellow,1910,0.129212187
675,Peake%2C+Mervyn%2C,teamblack | pbgothic | stew,no_lavin_tag,676,gothic,Titus+Groan,1946,0.128885282
708,Lessing%2C+Doris%2C,chirandom | teamred | chimyst | stew,no_lavin_tag,709,crime,The+grass+is+singing,1950,0.128881184
228,Pinkerton%2C+Allan%2C,teamblack | locdetmyst,no_lavin_tag,229,crime,Claude+Melnotte+as+a+dete,1875,0.128825878
207,Capes%2C+J.+M.,teamblack | random,no_lavin_tag,208,non_genre,The+mosaic-worker%27s+daugh,1868,0.128808859
450,Seaman%2C+Augusta+Huiell%2C,teamblack | locdetmyst | juvenile | drop,no_lavin_tag,451,crime,The+girl+next+door,1917,0.128663558
453,Emerson%2C+Alice+B.,teamblack | locdetmyst | juvenile | drop,no_lavin_tag,454,crime,Ruth+Fielding+in+the+Red+,1918,0.128591398
724,Asimov%2C+Isaac%2C,chirandom | teamblack | chiscifi | stew,no_lavin_tag,725,scifi,Foundation+and+empire,1952,0.12843698
60,Mortimer%2C+Edward%2C,teamred | stangothic,no_lavin_tag,61,gothic,The+friar+Hildargo,1807,0.128351194
388,Newbolt%2C+Henry+John%2C,teamblack | random,no_lavin_tag,389,non_genre,The+new+June,1909,0.128342836
215,Farjeon%2C+B.+L.,teamblack | random,no_lavin_tag,216,non_genre,Joshua+Marvel,1871,0.128319077
750,Heinlein%2C+Robert+A.,chirandom | teamred | chiscifi,no_lavin_tag,751,scifi,Double+star,1956,0.128135798
175,Hamel%2C+Felix+John.,teamblack | locdetmyst,no_lavin_tag,176,crime,Harry+Roughton%2C+or%2C+Remin,1859,0.128129402
370,Cullum%2C+Ridgwell%2C,teamblack | random,no_lavin_tag,371,non_genre,The+night-riders%3B,1906,0.128106926
617,Sarton%2C+May%2C,chiutopia | teamblack,no_lavin_tag,618,scifi,The+single+hound,1938,0.12810406
886,Donaldson%2C+Stephen+R%2C,chifantasy | teamblack,no_lavin_tag,887,non_genre,The+Illearth+war,1977,0.127892294
480,Christie%2C+Agatha%2C,det100 | teamblack | cozy,no_lavin_tag,481,crime,The+mysterious+affair+at+,1920,0.127852348
738,Foote%2C+Shelby%2C,chirandom | teamred,no_lavin_tag,739,non_genre,Jordan+County,1954,0.127834349
63,More%2C+Hannah%2C,teamred | random,no_lavin_tag,64,non_genre,Clebs+in+search+of+a+wife,1809,0.127774804
798,Moore%2C+Robin%2C,chirandom | teamblack,no_lavin_tag,799,non_genre,The+green+berets,1965,0.127763247
733,Asimov%2C+Isaac%2C,chirandom | teamred | chiscifi | stew,no_lavin_tag,734,scifi,Second+foundation,1953,0.127208225
313,Henty%2C+G.+A.,teamblack | random,no_lavin_tag,314,non_genre,When+London+burned,1894,0.127115116
956,Williams%2C+Walter+Jon%2C,chirandom | teamblack | chiscifi,no_lavin_tag,957,scifi,Voice+of+the+whirlwind,1987,0.127075626
32,Burney%2C+Fanny%2C,teamblack | random,no_lavin_tag,33,non_genre,Camilla%3A+or%2C+A+picture+of,1796,0.127045704
133,Hook%2C+Theodore+Edward%2C,teamred | random,no_lavin_tag,134,non_genre,Cousin+Geoffrey%2C+the+old+,1840,0.126981653
896,Wilcox%2C+Collin%2C,teamred | chimyst | stew,no_lavin_tag,897,crime,The+watcher,1978,0.126971711
966,Engh%2C+M.+J%2C,teamred | chiscifi,no_lavin_tag,967,scifi,Wheel+of+the+winds,1988,0.126835484
631,Reilly%2C+Helen%2C,teamred | chimyst | stew,no_lavin_tag,632,crime,The+dead+can+tell,1940,0.126794228
762,Gantz%2C+Kenneth+Franklin%2C,teamred | chiscifi,no_lavin_tag,763,scifi,Not+in+solitude,1959,0.126764208
883,Donaldson%2C+Stephen+R%2C,chirandom | chifantasy | teamblack | chiscifi | stew,no_lavin_tag,884,scifi,The+power+that+preserves,1977,0.126710865
414,Carson%2C+James.,teamblack | locdetmyst | stew,no_lavin_tag,415,crime,The+saddle+boys+of+the+Ro,1913,0.126698068
327,Morrison%2C+Arthur%2C,teamred | det100 | stew,no_lavin_tag,328,crime,The+Dorrington+deed-box,1897,0.126451012
511,Jewell%2C+Edward+Alden%2C,teamblack | random,no_lavin_tag,512,non_genre,The+moth+decides,1922,0.12644205
862,Le+Guin%2C+Ursula+K.,chiutopia | chiscifi | teamred,no_lavin_tag,863,scifi,The+Dispossessed,1974,0.126405477
841,Geissler%2C+Ludwig+A%2C,chiutopia | chiscifi | teamred | stew,no_lavin_tag,842,scifi,Looking+beyond,1971,0.126229483
860,Piercy%2C+Marge%2C,chirandom | teamred,no_lavin_tag,861,non_genre,Small+changes,1973,0.126185193
506,Paine%2C+Ralph+Delahaye%2C,chirandom | teamred | juvenile | drop,no_lavin_tag,507,non_genre,Blackbeard%3A+buccaneer,1922,0.126180653
151,Bront%2C+Emily%2C,teamred | pbgothic | stew | lavin_deranged,lavin_deranged,152,gothic,Wuthering+Heights,1847,0.126113626
145,Poe%2C+Edgar+Allan%2C,teamred | det100,no_lavin_tag,146,crime,The+Purloined+Letter+%28short+story%29,1845,0.125846449
329,Anonymous1,teamred | locdetmyst,no_lavin_tag,330,crime,Seth+Bond%2C+or%2C+A+lost+tre,1898,0.125818404
244,Braddon%2C+M.+E.,sensation | teamblack | stew,no_lavin_tag,245,sensation,The+Story+of+Barbara,1880,0.125771948
459,Hunt%2C+Edward+Eyre%2C,teamred | random,no_lavin_tag,460,non_genre,Tales+from+a+famished+lan,1918,0.125755199
252,Pinkerton%2C+Allan%2C,teamred | locdetective | stew,no_lavin_tag,253,crime,The+rail-road+forger+and+,1881,0.12571499
842,Corman%2C+Avery%2C,chifantasy | teamblack,no_lavin_tag,843,non_genre,Oh%3A+God%21,1971,0.125647024
532,Gask%2C+Arthur%2C,chirandom | teamblack | chimyst,no_lavin_tag,533,crime,Cloud%3A+the+smiter,1926,0.125632743
41,Du+Bois%2C+Edward%2C,teamred | random,no_lavin_tag,42,non_genre,Old+Nick%3B,1801,0.125343161
477,Stringer%2C+Arthur%2C,chirandom | teamred,no_lavin_tag,478,non_genre,The+prairie+omnibus,1920,0.12513221
371,Futrelle%2C+Jacques%2C,teamred | det100 | stew,no_lavin_tag,372,crime,The+thinking+machine,1907,0.125091016
600,Dinesen%2C+Isak%2C,teamblack | pbgothic | stew,no_lavin_tag,601,gothic,Seven+Gothic+Tales,1934,0.124986316
649,Wentworth%2C+Patricia%2C,chirandom | teamred | chimyst,no_lavin_tag,650,crime,Miss+Silver+deals+with+de,1943,0.124951064
444,Sherwood%2C+Margaret+Polloc,teamblack | random,no_lavin_tag,445,non_genre,The+worn+doorstep,1916,0.124858377
695,Palmer%2C+Stuart%2C,chirandom | teamblack | chimyst,no_lavin_tag,696,crime,Four+lost+ladies,1949,0.124825758
23,Godwin%2C+William%2C,teamred | pbgothic | stew | lavin_deranged,lavin_deranged,24,gothic,The+adventures+of+Caleb+W,1794,0.124803449
742,Del+Rey%2C+Lester%2C,teamblack | chiscifi,no_lavin_tag,743,scifi,Step+to+the+stars,1954,0.124730525
515,French%2C+Joseph+Lewis%2C,teamblack | locdetmyst | locghost | lavin_ghost,lavin_ghost,516,multi,Masterpieces+of+mystery,1922,0.124697949
337,Green%2C+Anna+Katharine%2C,det100 | teamblack,no_lavin_tag,338,crime,Agatha+Webb,1899,0.124351151
732,Pangborn%2C+Edgar%2C,chirandom | teamblack | chiscifi | stew,no_lavin_tag,733,scifi,West+of+the+sun,1953,0.124332161
385,Post%2C+Melville+Davisson%2C,det100 | teamblack,no_lavin_tag,386,crime,Randolph+Mason%2C+corrector,1909,0.124024983
101,Banim%2C+John%2C,teamred | random,no_lavin_tag,102,non_genre,Tales,1826,0.124000856
562,Stratemeyer%2C+Edward%2C,chirandom | teamblack,no_lavin_tag,563,non_genre,With+Taylor+on+the+Rio+Gr,1930,0.12396909
111,Spindler%2C+Carl%2C,teamblack | random,no_lavin_tag,112,non_genre,The+Jew,1832,0.123933057
887,Sanchez%2C+Thomas%2C,teamblack | chimyst,no_lavin_tag,888,crime,Zoot-suit+murders,1978,0.123893728
734,Brown%2C+Fredric%2C,chirandom | teamred | chiscifi | stew,no_lavin_tag,735,scifi,The+lights+in+the+sky+are,1953,0.12388947
90,Scott%2C+Walter%2C,teamred | random,no_lavin_tag,91,non_genre,Kenilworth,1821,0.123886378
673,Busch%2C+Niven%2C,chirandom | teamblack,no_lavin_tag,674,non_genre,Day+of+the+conquerors,1946,0.123836486
276,Kipling%2C+Rudyard%2C,teamred | pbgothic | lavin_ghost,lavin_ghost,277,gothic,The+phantom+rickshaw,1888,0.123836143
955,Bonanno%2C+Margaret+Wander%2C,teamblack | chiscifi | stew,no_lavin_tag,956,scifi,Strangers+from+the+sky,1987,0.12327267
664,Koestler%2C+Arthur%2C,chirandom | teamblack,no_lavin_tag,665,non_genre,Thieves+in+the+night,1946,0.123055626
866,Silverberg%2C+Robert%2C,teamblack | chiscifi | stew,no_lavin_tag,867,scifi,The+stochastic+man,1975,0.123001847
611,Wells%2C+H.+G.,teamred | chiscifi,no_lavin_tag,612,scifi,Star-begotten,1937,0.122805843
261,Lynch%2C+Lawrence+L.,det100 | teamblack,no_lavin_tag,262,crime,Dangerous+ground%2C+or%2C+The,1885,0.122783889
796,Allingham%2C+Margery%2C,teamblack | chimyst | stew,no_lavin_tag,797,crime,The+mind+readers,1965,0.122698083
945,Dunlap%2C+Susan%2C,teamblack | chimyst | stew,no_lavin_tag,946,crime,The+last+annual+slugfest,1986,0.122584613
914,Jones%2C+Robert+F.,chirandom | teamred,no_lavin_tag,915,non_genre,Slade%27s+glacier,1981,0.12256833
445,Biggers%2C+Earl+Derr%2C,det100 | teamblack | stew,no_lavin_tag,446,crime,The+agony+column,1916,0.121261947
183,Reade%2C+Charles%2C,teamred | sensation | stew,no_lavin_tag,184,sensation,Hard+Cash,1863,0.121236727
811,Capps%2C+Benjamin%2C,chirandom | teamred,no_lavin_tag,812,non_genre,A+woman+of+the+people,1966,0.121151202
640,Merritt%2C+Abraham%2C,teamred | chimyst | chiscifi | stew,no_lavin_tag,641,multi,Burn%3A+witch%3A+burn%21,1942,0.121021866
212,Spielhagen%2C+Friedrich%2C,teamred | lockandkey | stew,no_lavin_tag,213,crime,The+Skeleton+in+the+House,1871,0.120984549
641,Rinehart%2C+Mary+Roberts%2C,chirandom | teamred | chimyst,no_lavin_tag,642,crime,The+door,1942,0.120867171
912,Herzog%2C+Arthur%2C,chirandom | teamred,no_lavin_tag,913,non_genre,Aries+rising,1980,0.120824936
788,Fast%2C+Howard%2C,chirandom | teamblack,no_lavin_tag,789,non_genre,Agrippa%27s+daughter,1964,0.120623226
875,Lutz%2C+John%2C,teamred | chimyst,no_lavin_tag,876,crime,Buyer+beware,1976,0.120620973
947,Kerr%2C+Katharine%2C,teamred | chifantasy,no_lavin_tag,948,non_genre,Daggerspell,1986,0.120553973
907,Stasheff%2C+Christopher%2C,teamred | chifantasy | chiscifi,no_lavin_tag,908,scifi,A+wizard+in+Bedlam,1979,0.120415151
700,Wentworth%2C+Patricia%2C,chirandom | teamred,no_lavin_tag,701,non_genre,The+Catherine-wheel,1949,0.120363349
220,Benedict%2C+Frank+Lee%2C,teamred | random,no_lavin_tag,221,non_genre,John+Worthington%27s+name,1874,0.120358797
705,Wentworth%2C+Patricia%2C,chirandom | teamblack | chimyst,no_lavin_tag,706,crime,Through+the+wall,1950,0.120294367
948,Logue%2C+John%2C,chirandom | teamblack,no_lavin_tag,949,non_genre,Boats+against+the+current,1987,0.120288211
868,Rice%2C+Anne,teamblack | pbgothic | lavin_magic,lavin_magic,869,gothic,Interview+with+the+vampir,1976,0.120211518
702,Symons%2C+Julian%2C,teamred | chimyst,no_lavin_tag,703,crime,The+31st+of+February,1950,0.120109732
322,Post%2C+Melville+Davisson%2C,teamred | det100,no_lavin_tag,323,crime,The+strange+schemes+of+Ra,1896,0.120030461
978,Powers%2C+Tim%2C,teamred | chifantasy | chiscifi,no_lavin_tag,979,scifi,The+stress+of+her+regard,1989,0.119850923
808,Delany%2C+Samuel+R%2C,teamred | chiscifi,no_lavin_tag,809,scifi,Babel-17,1966,0.11984189
375,Hewlett%2C+Maurice%2C,teamred | random,no_lavin_tag,376,non_genre,The+stooping+lady,1907,0.119781121
164,MacCabe%2C+William+Bernard%2C,teamred | random,no_lavin_tag,165,non_genre,Bertha,1851,0.119726201
964,McCaffrey%2C+Anne%2C,chirandom | teamred,no_lavin_tag,965,non_genre,The+lady,1987,0.119579573
447,Kerr%2C+Doris+Boake%2C,teamred | random,no_lavin_tag,448,non_genre,Painted+clay,1917,0.119567258
240,Green%2C+Anna+Katharine%2C,teamred | det100,no_lavin_tag,241,crime,The+Leavenworth+case,1878,0.119255729
317,Scott%2C+Hugh+Stowell%2C,teamblack | random,no_lavin_tag,318,non_genre,With+edged+tools%3B,1894,0.119248134
748,MacDonald%2C+John+D.,chirandom | teamblack,no_lavin_tag,749,non_genre,You+live+once,1956,0.119166596
981,Shatner%2C+William%2C,teamred | chimyst | chiscifi,no_lavin_tag,982,multi,TekWar,1989,0.119149579
925,Andrews%2C+V.+C.++%28Virginia,teamblack | chihorror | stew | lavin_slasher | lavin_deranged,lavin_multi,926,gothic,My+sweet+Audrina,1982,0.119094519
91,Lockhart%2C+J.+G.,teamblack | random,no_lavin_tag,92,non_genre,Reginald+Dalton,1823,0.119065937
855,Vonnegut%2C+Kurt%2C,teamred | chiscifi,no_lavin_tag,856,scifi,Breakfast+of+Champions,1973,0.118791825
461,James%2C+M.+R.,teamred | pbgothic | lavin_ghost,lavin_ghost,462,gothic,A+thin+ghost+and+others,1919,0.118720632
922,Hubbard%2C+L.+Ron%2C,chirandom | teamred | chiscifi,no_lavin_tag,923,scifi,Battlefield+earth,1982,0.118586008
443,Winterburn%2C+Florence+Hull,teamred | random,no_lavin_tag,444,non_genre,Liberty+hall,1916,0.118543225
278,Haggard%2C+H.+Rider,teamred | det100,no_lavin_tag,279,crime,Mr.+Meeson%27s+will,1888,0.118402064
746,McCarthy%2C+Mary,chirandom | teamred,no_lavin_tag,747,non_genre,A+charmed+life,1955,0.118266708
563,Burroughs%2C+Edgar+Rice%2C,teamred | chifantasy | chiscifi,no_lavin_tag,564,scifi,Tarzan+at+the+earth%27s+cor,1930,0.118141378
483,Rice%2C+Alice+Caldwell+Hega,teamred | random,no_lavin_tag,484,non_genre,Quin,1921,0.118123873
125,Griffith%2C+Mary%2C,teamblack | locscifi,no_lavin_tag,126,scifi,Camperdown%2C+or%2C+News+from,1836,0.11808246
235,Verga%2C+Giovanni%2C,lockandkey | teamblack,no_lavin_tag,236,crime,The+Castle+of+Trezza,1877,0.118056101
538,Hill%2C+Grace+Livingston%2C,chirandom | teamblack,no_lavin_tag,539,non_genre,Job%27s+niece,1927,0.118016026
588,Morgan%2C+Charles%2C,chirandom | teamred,no_lavin_tag,589,non_genre,The+fountain,1932,0.117880187
566,Oppenheim%2C+E.+Phillips%2C,teamred | chimyst | stew,no_lavin_tag,567,crime,The+million+pound+deposit,1930,0.117849323
331,Le+Braz%2C+Anatole%2C,teamblack | locghost | lavin_ghost,lavin_ghost,332,gothic,Dealings+with+the+dead%3B,1898,0.11780704
902,Gordon%2C+Noah%2C,chirandom | teamred,no_lavin_tag,903,non_genre,The+Jerusalem+diamond,1979,0.11760691
597,Dickson%2C+Carter%2C,chirandom | teamred | chimyst,no_lavin_tag,598,crime,The+Plague+court+murders,1934,0.117499648
930,MacLeod%2C+Charlotte%2C,chirandom | teamred | chimyst | stew,no_lavin_tag,931,crime,Something+the+cat+dragged,1983,0.117457806
803,Friedman%2C+Sanford%2C,chirandom | teamblack,no_lavin_tag,804,non_genre,Totempole,1965,0.117399131
234,Grville%2C+Henry%2C,teamred | random,no_lavin_tag,235,non_genre,Marrying+off+a+daughter,1876,0.117379728
612,Rhode%2C+John,teamred | det100 | stew,no_lavin_tag,613,crime,The+harvest+murder,1937,0.117213457
601,Montgomery%2C+L.+M.,chirandom | teamblack,no_lavin_tag,602,non_genre,Mistress+Pat,1935,0.11718501
621,Connington%2C+J.+J.,teamblack | chimyst | stew,no_lavin_tag,622,crime,Murder+will+speak,1938,0.117134441
908,Braverman%2C+Kate%2C,chirandom | teamblack,no_lavin_tag,909,non_genre,Lithium+for+Medea,1979,0.117066829
928,Spellman%2C+Cathy+Cash%2C,chirandom | teamred,no_lavin_tag,929,non_genre,So+many+partings,1983,0.1170439
793,Traver%2C+Robert%2C,chirandom | teamblack,no_lavin_tag,794,non_genre,Laughing+whitefish,1965,0.116730198
624,Burroughs%2C+Edgar+Rice%2C,teamred | chiscifi,no_lavin_tag,625,scifi,The+lad+and+the+lion,1938,0.116728733
396,Johnston%2C+Mary%2C,teamblack | random,no_lavin_tag,397,non_genre,The+long+roll,1911,0.116702169
21,Reeve%2C+Clara%2C,teamblack | stangothic,no_lavin_tag,22,gothic,The+school+for+widows,1791,0.116577776
283,Kipling%2C+Rudyard%2C,teamblack | pbgothic | stew,no_lavin_tag,284,gothic,Plain+tales+from+the+hill,1888,0.116564499
685,Skinner%2C+B.+F.,chirandom | chiutopia | teamblack,no_lavin_tag,686,scifi,Walden+Two,1948,0.116413718
357,Wells%2C+H.+G.,teamblack | anatscifi | locscifi,no_lavin_tag,358,scifi,The+food+of+the+gods+and+,1904,0.11640376
267,Stevenson%2C+Robert+Louis%2C,teamred | pbgothic | anatscifi | stew,no_lavin_tag,268,multi,Strange+case+of+Dr.+Jekyl,1886,0.116334092
537,Woolf%2C+Virginia%2C,chirandom | teamblack,no_lavin_tag,538,non_genre,To+the+lighthouse,1927,0.116296315
710,Crispin%2C+Edmund%2C,teamblack | chimyst,no_lavin_tag,711,crime,Frequent+hearses,1950,0.116231358
205,Knight%2C+Legh.,teamred | random,no_lavin_tag,206,non_genre,Tonic+bitters,1868,0.116114455
804,Pynchon%2C+Thomas%2C,chirandom | teamblack,no_lavin_tag,805,non_genre,The+crying+of+lot+49,1966,0.116086474
885,Anthony%2C+Piers%2C,chifantasy | teamblack,no_lavin_tag,886,non_genre,A+spell+for+Chameleon,1977,0.116016584
520,Le+Queux%2C+William%2C,teamred | chimyst,no_lavin_tag,521,crime,The+voice+from+the+void,1923,0.116011646
857,MacDonald%2C+John+D.,chirandom | teamred | chimyst,no_lavin_tag,858,crime,The+scarlet+ruse,1973,0.116007888
466,Cabell%2C+James+Branch%2C,teamred | pbgothic,no_lavin_tag,467,gothic,Jurgen,1919,0.115972107
743,Matheson%2C+Richard%2C,teamred | pbgothic | chihorror | chiscifi | lavin_magic,lavin_magic,744,multi,I+am+legend,1954,0.115711469
491,Sackville-West%2C+V.,teamred | random,no_lavin_tag,492,non_genre,The+dragon+in+shallow+wat,1921,0.115522033
430,Locke%2C+William+John%2C,teamblack | random,no_lavin_tag,431,non_genre,The+fortunate+youth,1914,0.115414082
262,Lematre%2C+Jules%2C,teamred | random,no_lavin_tag,263,non_genre,Serenus+and+other+stories,1886,0.115390881
837,Brown%2C+James+Cooke%2C,chiutopia | teamblack,no_lavin_tag,838,scifi,The+Troika+incident,1970,0.1153783
904,Dickson%2C+Gordon+R%2C,teamblack | chiscifi | stew,no_lavin_tag,905,scifi,Masters+of+Everon,1979,0.115105027
684,Queen%2C+Ellery%2C,chirandom | det100 | teamblack | chimyst | cozy | stew,no_lavin_tag,685,crime,Ten+days%27+wonder,1948,0.114870603
391,Mason%2C+A.+E.+W.,teamred | det100,no_lavin_tag,392,crime,At+the+Villa+Rose,1910,0.114819908
735,Bradbury%2C+Ray%2C,teamblack | chiscifi | stew,no_lavin_tag,736,scifi,Fahrenheit+451,1953,0.114791558
401,Chesterton%2C+G.+K.,teamred | det100 | locdetmyst,no_lavin_tag,402,crime,The+innocence+of+Father+B,1911,0.114690546
822,Oates%2C+Joyce+Carol%2C,teamred | pbgothic | chihorror | lavin_magic,lavin_magic,823,gothic,Expensive+people,1968,0.114481617
911,Andrews%2C+V.+C.++%28Virginia,teamred | chihorror,no_lavin_tag,912,gothic,Petals+on+the+wind,1980,0.114464068
473,Martin%2C+Helen+Reimensnyder%2C,chirandom | teamred,no_lavin_tag,474,non_genre,The+schoolmaster+of+Hessville,1920,0.114356071
