,0,1,2,3,4,5,6
1021,43235,First on the Moon,"Sutton, Jeff",61.0,409,"Gondez, the Monk",Samuel William Henry IRELAND
1022,42740,Find the Woman,"Roche, Arthur Somers",60.0,409,"Gondez, the Monk",Samuel William Henry IRELAND
1023,2533,Round the Sofa,"Gaskell, Elizabeth Cleghorn",60.0,409,"Gondez, the Monk",Samuel William Henry IRELAND
1024,1482,Modeste Mignon,"Balzac, Honoré de",60.0,409,"Gondez, the Monk",Samuel William Henry IRELAND
1025,31806,The House of Fulfilment,"Martin, George Madden",56.0,202,Theodosius de Zulvin,George MOORE
1026,1981,Le droit de lire,"Stallman, Richard",56.0,202,Theodosius de Zulvin,George MOORE
1027,25345,The Goose Man,"Wassermann, Jakob",55.0,202,Theodosius de Zulvin,George MOORE
1028,6118,The Rose in the Ring,"McCutcheon, George Barr",55.0,202,Theodosius de Zulvin,George MOORE
1029,19543,Memorias de un vigilante,"Alvarez, José S. (José Sixto)",55.0,202,Theodosius de Zulvin,George MOORE
1030,46581,The Mystery of Choice,"Chambers, Robert W. (Robert William)",56.0,1916,"Mystery Developed, The",Martin M'DERMOT
1031,13142,self-development and the ,"Rogers, L. W. (Louis William)",55.0,1916,"Mystery Developed, The",Martin M'DERMOT
1032,42455,The Mystery of the Sea,"Stoker, Bram",55.0,1916,"Mystery Developed, The",Martin M'DERMOT
1033,13814,the development of the fe,"Biese, Alfred",55.0,1916,"Mystery Developed, The",Martin M'DERMOT
1034,33814,the mystery of evelin del,"Paine, Albert Bigelow",55.0,1916,"Mystery Developed, The",Martin M'DERMOT
1035,21873,Planet of the Damned,"Harrison, Harry",68.0,540,Convent of Notre Dame,Fran&#231;ois Guillaume DUCRAY-DUMINIL
1036,22998,Janet of the Dunes,"Comstock, Harriet T. (Harriet Theresa)",62.0,540,Convent of Notre Dame,Fran&#231;ois Guillaume DUCRAY-DUMINIL
1037,41905,Captives of the Flame,"Delany, Samuel R.",62.0,540,Convent of Notre Dame,Fran&#231;ois Guillaume DUCRAY-DUMINIL
1038,28691,Contos do Norte,"Carvalho, João Marques de",61.0,540,Convent of Notre Dame,Fran&#231;ois Guillaume DUCRAY-DUMINIL
1039,9428,A Group of Noble Dames,"Hardy, Thomas",60.0,540,Convent of Notre Dame,Fran&#231;ois Guillaume DUCRAY-DUMINIL
1040,42806,mary and i: forty years w,"Riggs, Stephen Return",68.0,1472,"mystery; or, forty years ",Thomas GASPEY
1041,22100,slavery and four years of,"Keifer, Joseph Warren",64.0,1472,"mystery; or, forty years ",Thomas GASPEY
1042,36087,"hesperus; or, forty-five ",Jean Paul,64.0,1472,"mystery; or, forty years ",Thomas GASPEY
1043,36071,"hesperus; or, forty-five ",Jean Paul,64.0,1472,"mystery; or, forty years ",Thomas GASPEY
1044,25656,the mystery of a turkish ,Rita,60.0,1472,"mystery; or, forty years ",Thomas GASPEY
1045,9099,Der Weinhüter,"Heyse, Paul",62.0,1555,De Willenberg,J. M. H. HALES
1046,16589,The Killer,"White, Stewart Edward",61.0,1555,De Willenberg,J. M. H. HALES
1047,13047,Daniel Webster,"Lodge, Henry Cabot",59.0,1555,De Willenberg,J. M. H. HALES
1048,18412,De Pleiters,"Racine, Jean",58.0,1555,De Willenberg,J. M. H. HALES
1049,30234,Dead Ringer,"Del Rey, Lester",58.0,1555,De Willenberg,J. M. H. HALES
1050,45951,Monk,"Corbett, Julian Stafford, Sir",67.0,212,Monckton,James SANDS
1051,3120,Modern Fiction,"Warner, Charles Dudley",64.0,212,Monckton,James SANDS
1052,45709,Montrose,"Morris, Mowbray",63.0,212,Monckton,James SANDS
1053,51144,Le Montonéro,"Aimard, Gustave",60.0,212,Monckton,James SANDS
1054,50774,Contagion,"MacLean, Katherine",59.0,212,Monckton,James SANDS
1055,40836,The Mysterious Three,"Le Queux, William",65.0,389,"Mysterious Visitor, The",Henry Montague CECIL
1056,3186,"the mysterious stranger, ","Twain, Mark",63.0,389,"Mysterious Visitor, The",Henry Montague CECIL
1057,39279,mysterious psychic forces,"Flammarion, Camille",63.0,389,"Mysterious Visitor, The",Henry Montague CECIL
1058,9028,The Mysterious Stranger,"Twain, Mark",61.0,389,"Mysterious Visitor, The",Henry Montague CECIL
1059,35661,Mysterious Mr. Sabin,"Oppenheim, E. Phillips (Edward Phillips)",60.0,389,"Mysterious Visitor, The",Henry Montague CECIL
1060,14273,Invisible Links,"Lagerlöf, Selma",65.0,1161,"Invisible Hand, The",W. CLAYTON
1061,36353,The Invisible Lodge,Jean Paul,63.0,1161,"Invisible Hand, The",W. CLAYTON
1062,48996,India and Tibet,"Younghusband, Francis Edward, Sir",59.0,1161,"Invisible Hand, The",W. CLAYTON
1063,35091,The Invisible Censor,"Hackett, Francis",56.0,1161,"Invisible Hand, The",W. CLAYTON
1064,20224,The Invisible Government,"Smoot, Dan",56.0,1161,"Invisible Hand, The",W. CLAYTON
1065,13022,My Book of Indoor Games,"Squareman, Clarence",56.0,535,"Monk of Udolpho, The",T. J. Horsley CURTIES
1066,3268,The Mysteries of Udolpho,"Radcliffe, Ann Ward",55.0,535,"Monk of Udolpho, The",T. J. Horsley CURTIES
1067,6859,"songs of labor, and other","Rosenfeld, Morris",53.0,535,"Monk of Udolpho, The",T. J. Horsley CURTIES
1068,47597,"deering of deal: or, the ","Griswold, Latta",53.0,535,"Monk of Udolpho, The",T. J. Horsley CURTIES
1069,28111,Moment of Truth,"Wells, Basil",51.0,535,"Monk of Udolpho, The",T. J. Horsley CURTIES
1070,11949,"master tales of mystery, ",,70.0,245,"Tale of Mystery, A",Fran&#231;ois Guillaume DUCRAY-DUMINIL
1071,16855,The Land of Mystery,"Ellis, Edward Sylvester",70.0,245,"Tale of Mystery, A",Fran&#231;ois Guillaume DUCRAY-DUMINIL
1072,10008,The Mystery,"White, Stewart Edward",69.0,245,"Tale of Mystery, A",Fran&#231;ois Guillaume DUCRAY-DUMINIL
1073,34931,The Woman of Mystery,"Leblanc, Maurice",68.0,245,"Tale of Mystery, A",Fran&#231;ois Guillaume DUCRAY-DUMINIL
1074,43269,The Forest of Mystery,"Foster, James H.",67.0,245,"Tale of Mystery, A",Fran&#231;ois Guillaume DUCRAY-DUMINIL
1075,27600,"zoonomia; or, the laws of","Darwin, Erasmus",64.0,407,louisa; or the black towe,G. D. HERNON
1076,15707,"zoonomia; or, the laws of","Darwin, Erasmus",64.0,407,louisa; or the black towe,G. D. HERNON
1077,40791,life of edward the black ,"Creighton, Louise",64.0,407,louisa; or the black towe,G. D. HERNON
1078,17613,the land of the black mou,"Wyon, Reginald",64.0,407,louisa; or the black towe,G. D. HERNON
1079,2855,"elissa; or, the doom of z","Haggard, H. Rider (Henry Rider)",60.0,407,louisa; or the black towe,G. D. HERNON
1080,20884,Yhdyselämää,"Lie, Jonas",53.0,916,Rhydisel,Anthony Gregory JOHNSTONE
1081,44033,Raphael,"Konody, Paul G. (Paul George)",53.0,916,Rhydisel,Anthony Gregory JOHNSTONE
1082,15093,Phyllis,"Daviess, Maria Thompson",53.0,916,Rhydisel,Anthony Gregory JOHNSTONE
1083,40175,Physics,"Turton, Charles M. (Charles Mark)",53.0,916,Rhydisel,Anthony Gregory JOHNSTONE
1084,9075,Rico and Wiseli,"Spyri, Johanna",52.0,916,Rhydisel,Anthony Gregory JOHNSTONE
1085,40069,Argentina,"Hirst, W. A. (William Alfred)",71.0,735,Leontina,August Friedrich Ferdinand von KOTZEBUE
1086,13567,Clementina,"Mason, A. E. W. (Alfred Edward Woodley)",67.0,735,Leontina,August Friedrich Ferdinand von KOTZEBUE
1087,35638,Leonora,"Edgeworth, Maria",67.0,735,Leontina,August Friedrich Ferdinand von KOTZEBUE
1088,13723,Leonora,"Bennett, Arnold",67.0,735,Leontina,August Friedrich Ferdinand von KOTZEBUE
1089,11946,La Tontine,"Le Sage, Alain René",67.0,735,Leontina,August Friedrich Ferdinand von KOTZEBUE
1090,14275,The Necromancers,"Benson, Robert Hugh",68.0,1570,"Irish Necromancer, The",Thomas Henry MARSHAL
1091,7082,Lives of the Necromancers,"Godwin, William",64.0,1570,"Irish Necromancer, The",Thomas Henry MARSHAL
1092,3464,tish: the chronicle of he,"Rinehart, Mary Roberts",60.0,1570,"Irish Necromancer, The",Thomas Henry MARSHAL
1093,31763,Irish Fairy Tales,,56.0,1570,"Irish Necromancer, The",Thomas Henry MARSHAL
1094,2892,Irish Fairy Tales,"Stephens, James",56.0,1570,"Irish Necromancer, The",Thomas Henry MARSHAL
1095,24652,Diversions in Sicily,"Jones, Henry Festing",60.0,562,"Demon of Sicily, The",Edward MONTAGUE
1096,30283,The Sound of Silence,"Constant, Barbara",55.0,562,"Demon of Sicily, The",Edward MONTAGUE
1097,30763,Am I Still There?,"Hall, James R.",54.0,562,"Demon of Sicily, The",Edward MONTAGUE
1098,35489,Famous Men of Science,"Bolton, Sarah Knowles",54.0,562,"Demon of Sicily, The",Edward MONTAGUE
1099,36170,The Son of his Father,"Cullum, Ridgwell",54.0,562,"Demon of Sicily, The",Edward MONTAGUE
1100,3478,Legends of Vancouver,"Johnson, E. Pauline",67.0,563,"Legends of a Nunnery, The",Edward MONTAGUE
1101,28483,Legends of Vancouver,"Johnson, E. Pauline",67.0,563,"Legends of a Nunnery, The",Edward MONTAGUE
1102,20496,Legends of the Rhine,"Ruland, Wilhelm",67.0,563,"Legends of a Nunnery, The",Edward MONTAGUE
1103,51177,Legends of Lancashire,"Landreth, Peter",65.0,563,"Legends of a Nunnery, The",Edward MONTAGUE
1104,8122,Legends of the Northwest,"Gordon, Hanford Lennox",65.0,563,"Legends of a Nunnery, The",Edward MONTAGUE
1105,19887,Dal vero,"Serao, Matilde",63.0,265,D'Aveyro,F&#233;lix Louis Christophe MONTJOIE
1106,33393,Avery,"Phelps, Elizabeth Stuart",62.0,265,D'Aveyro,F&#233;lix Louis Christophe MONTJOIE
1107,48228,Averil,"Carey, Rosa Nouchette",57.0,265,D'Aveyro,F&#233;lix Louis Christophe MONTJOIE
1108,15543,D'Alembert,"Bertrand, Joseph",56.0,265,D'Aveyro,F&#233;lix Louis Christophe MONTJOIE
1109,6318,L'Avare,Molière,53.0,265,D'Aveyro,F&#233;lix Louis Christophe MONTJOIE
1110,14025,Mount Music,"Somerville, E. Oe. (Edith Oenone)",64.0,266,Mount Pausillyppo,F&#233;lix Louis Christophe MONTJOIE
1111,14207,Pojat asialla,"Lassila, Maiju",53.0,266,Mount Pausillyppo,F&#233;lix Louis Christophe MONTJOIE
1112,14795,Junto Al Pasig,"Rizal, José",52.0,266,Mount Pausillyppo,F&#233;lix Louis Christophe MONTJOIE
1113,4268,Cousin Phillis,"Gaskell, Elizabeth Cleghorn",52.0,266,Mount Pausillyppo,F&#233;lix Louis Christophe MONTJOIE
1114,21382,Son Philip,"Fenn, George Manville",52.0,266,Mount Pausillyppo,F&#233;lix Louis Christophe MONTJOIE
1115,49332,The Epicurean,"Moore, Thomas",67.0,2080,"Epicurean, The",Thomas MOORE
1116,25767,Picture and Text: 1893,"James, Henry",56.0,2080,"Epicurean, The",Thomas MOORE
1117,20030,Fire and Ice,"Frost, Robert",54.0,2080,"Epicurean, The",Thomas MOORE
1118,39169,Pictures and Stories,,53.0,2080,"Epicurean, The",Thomas MOORE
1119,23010,"Gulmore, The Boss","Harris, Frank",52.0,2080,"Epicurean, The",Thomas MOORE
1120,46924,the bronze age and the ce,"Peake, Harold",57.0,1498,"Wharbroke Legend, The",Abel MOYSEY
1121,45916,Inferno Legenden,"Strindberg, August",54.0,1498,"Wharbroke Legend, The",Abel MOYSEY
1122,16612,The Lee Shore,"Macaulay, Rose",53.0,1498,"Wharbroke Legend, The",Abel MOYSEY
1123,10490,The Golden Legend,"Longfellow, Henry Wadsworth",53.0,1498,"Wharbroke Legend, The",Abel MOYSEY
1124,41459,The Broken Thread,"Le Queux, William",53.0,1498,"Wharbroke Legend, The",Abel MOYSEY
1125,12803,Headlong Hall,"Peacock, Thomas Love",100.0,1245,Headlong Hall,Thomas Love PEACOCK
1126,50940,Wailing Wall,"Aycock, Roger D.",64.0,1245,Headlong Hall,Thomas Love PEACOCK
1127,26281,Happy-Thought Hall,"Burnand, F. C. (Francis Cowley)",58.0,1245,Headlong Hall,Thomas Love PEACOCK
1128,14228,Bracebridge Hall,"Irving, Washington",55.0,1245,Headlong Hall,Thomas Love PEACOCK
1129,38234,Hopalong Cassidy,"Mulford, Clarence Edward",55.0,1245,Headlong Hall,Thomas Love PEACOCK
1130,11690,Calvert of Strathore,"Goodloe, Abbe Carter",67.0,61,"Cavern of Strozzi, The",Jean Baptiste Joseph REGNAULT-WARIN
1131,5195,Cape Cod Stories,"Lincoln, Joseph Crosby",58.0,61,"Cavern of Strozzi, The",Jean Baptiste Joseph REGNAULT-WARIN
1132,400,"helen of troy, and other ","Teasdale, Sara",55.0,61,"Cavern of Strozzi, The",Jean Baptiste Joseph REGNAULT-WARIN
1133,33612,The Land of Strong Men,"Chisholm, A. M. (Arthur Murray)",55.0,61,"Cavern of Strozzi, The",Jean Baptiste Joseph REGNAULT-WARIN
1134,18970,Caves of Terror,"Mundy, Talbot",54.0,61,"Cavern of Strozzi, The",Jean Baptiste Joseph REGNAULT-WARIN
1135,4041,Conscience,"Follen, Eliza Lee Cabot",86.0,1509,Coincidence,Paul SEBRIGHT
1136,13400,Conscience,"Malot, Hector",86.0,1509,Coincidence,Paul SEBRIGHT
1137,178,Confidence,"James, Henry",86.0,1509,Coincidence,Paul SEBRIGHT
1138,29838,Common Science,"Washburne, Carleton",72.0,1509,Coincidence,Paul SEBRIGHT
1139,51305,Confidence Game,"Harmon, Jim",69.0,1509,Coincidence,Paul SEBRIGHT
1140,13861,Adolphe,"Constant, Benjamin",47.0,1844,Ad&#233;le,Paul SEBRIGHT
1141,1895,Armadale,"Collins, Wilkie",44.0,1844,Ad&#233;le,Paul SEBRIGHT
1142,12714,Alone,"Poe, Edgar Allan",40.0,1844,Ad&#233;le,Paul SEBRIGHT
1143,7380,Alone,"Douglas, Norman",40.0,1844,Ad&#233;le,Paul SEBRIGHT
1144,46505,Alone,"Harland, Marion",40.0,1844,Ad&#233;le,Paul SEBRIGHT
1145,1554,Adieu,"Balzac, Honoré de",62.0,681,Asmodeus,Charles SEDLEY
1146,13599,Ambrosius,"Molbech, Chr. K. F. (Christian Knud Frederik)",59.0,681,Asmodeus,Charles SEDLEY
1147,49631,Cosmos,"McGaffey, Ernest",57.0,681,Asmodeus,Charles SEDLEY
1148,35550,Archimedes,"Heath, Thomas Little, Sir",56.0,681,Asmodeus,Charles SEDLEY
1149,27859,Amo,"Velde, Henry van de",55.0,681,Asmodeus,Charles SEDLEY
1150,48818,Marianela,"Pérez Galdós, Benito",67.0,67,Mary-Jane,Richard SICKELMORE
1151,17340,Marianela,"Pérez Galdós, Benito",67.0,67,Mary-Jane,Richard SICKELMORE
1152,11143,Mary Marie,"Porter, Eleanor H. (Eleanor Hodgman)",63.0,67,Mary-Jane,Richard SICKELMORE
1153,33300,Mary,"Bjørnson, Bjørnstjerne",62.0,67,Mary-Jane,Richard SICKELMORE
1154,43131,Mary,"Molesworth, Mrs.",62.0,67,Mary-Jane,Richard SICKELMORE
1155,47878,spanish arms and armour: ,"Calvert, Albert Frederick",60.0,1005,knight daemon and robber ,George SOANE
1156,38485,ancient pagan and modern ,"Inman, Thomas",60.0,1005,knight daemon and robber ,George SOANE
1157,28636,the grey woman and other ,"Gaskell, Elizabeth Cleghorn",56.0,1005,knight daemon and robber ,George SOANE
1158,31189,the monster and other sto,"Crane, Stephen",56.0,1005,knight daemon and robber ,George SOANE
1159,32034,könig nußknacker und der ,"Hoffmann, Heinrich",56.0,1005,knight daemon and robber ,George SOANE
1160,47726,the rivers of great brita,Various,64.0,441,"witcheries of craig isaf,",William Frederick WILLIAMS
1161,47292,the rivers of great brita,Various,64.0,441,"witcheries of craig isaf,",William Frederick WILLIAMS
1162,33804,"the mysteries of paris, v","Sue, Eugène",60.0,441,"witcheries of craig isaf,",William Frederick WILLIAMS
1163,49266,the wars of religion in f,"Thompson, James Westfall",60.0,441,"witcheries of craig isaf,",William Frederick WILLIAMS
1164,43795,sketches of central asia ,"Vámbéry, Ármin",60.0,441,"witcheries of craig isaf,",William Frederick WILLIAMS
1165,21103,Sisters Three,"Vaizey, George de Horne, Mrs.",57.0,1758,"Fire-Eater, The",James WILSON
1166,28119,"My Father, the Cat","Slesar, Henry",55.0,1758,"Fire-Eater, The",James WILSON
1167,1159,Fire-Tongue,"Rohmer, Sax",54.0,1758,"Fire-Eater, The",James WILSON
1168,611,Prester John,"Buchan, John",52.0,1758,"Fire-Eater, The",James WILSON
1169,29376,Bahnwärter Thiel,"Hauptmann, Gerhart",52.0,1758,"Fire-Eater, The",James WILSON
1170,14275,The Necromancers,"Benson, Robert Hugh",69.0,1403,"Necromancer, The",
1171,5988,"old french romances, done","Morris, William",59.0,1403,"Necromancer, The",
1172,46923,epics and romances of the,"Wägner, Wilhelm",59.0,1403,"Necromancer, The",
1173,5680,heroic romances of irelan,"Leahy, Arthur Herbert",54.0,1403,"Necromancer, The",
1174,15320,the romance of the milky ,"Hearn, Lafcadio",54.0,1403,"Necromancer, The",
1175,41834,Fra Angelico,"Mason, James",70.0,1214,Angelion,Karl Friederich von BENKOWITZ
1176,21561,Fra Angelico,"Supino, I. B. (Igino Benvenuto)",70.0,1214,Angelion,Karl Friederich von BENKOWITZ
1177,28121,Anhelli,"Słowacki, Juliusz",67.0,1214,Angelion,Karl Friederich von BENKOWITZ
1178,227,Aeneidos,Virgil,63.0,1214,Angelion,Karl Friederich von BENKOWITZ
1179,48073,Ansgario,Anonymous,63.0,1214,Angelion,Karl Friederich von BENKOWITZ
1180,5794,Rosa Alchemica,"Yeats, W. B. (William Butler)",61.0,1793,Rosalviva,Grenville FLETCHER
1181,3607,Ismailia,"Baker, Samuel White, Sir",59.0,1793,Rosalviva,Grenville FLETCHER
1182,29708,Runoelmia,"Mäkinen, Antti",56.0,1793,Rosalviva,Grenville FLETCHER
1183,16395,Runoelmia,"Kramsu, Kaarlo",56.0,1793,Rosalviva,Grenville FLETCHER
1184,45897,Runoelmia,"Keats, John",56.0,1793,Rosalviva,Grenville FLETCHER
1185,9360,Within the Tides,"Conrad, Joseph",61.0,1798,"Witch-Finder, The",Thomas GASPEY
1186,36500,the dispatch-riders: the ,"Westerman, Percy F. (Percy Francis)",57.0,1798,"Witch-Finder, The",Thomas GASPEY
1187,41184,Whither Thou Goest,"Le Queux, William",57.0,1798,"Witch-Finder, The",Thomas GASPEY
1188,1053,Within the Tides: Tales,"Conrad, Joseph",55.0,1798,"Witch-Finder, The",Thomas GASPEY
1189,48458,Within the Capes,"Pyle, Howard",55.0,1798,"Witch-Finder, The",Thomas GASPEY
1190,43938,The Sorceress of Rome,"Gallizier, Nathan",62.0,262,"German Sorceress, The",Mr LYTTLETON
1191,48572,Germany before the war,"Beyens, baron (Eugène-Napoléon)",60.0,262,"German Sorceress, The",Mr LYTTLETON
1192,42124,American Forest Trees,"Gibson, Henry H.",57.0,262,"German Sorceress, The",Mr LYTTLETON
1193,49515,german atrocities: their ,"Hillis, Newell Dwight",57.0,262,"German Sorceress, The",Mr LYTTLETON
1194,14589,Certain Success,"Hawkins, Norval A.",56.0,262,"German Sorceress, The",Mr LYTTLETON
1195,36208,"lectures on the true, the","Cousin, Victor",72.0,1824,"spectre of the forest, th",James MACHENRY
1196,34891,sketch of the first kentu,"Hodge, George B. (George Baird)",68.0,1824,"spectre of the forest, th",James MACHENRY
1197,8856,the secrets of the great ,"McCabe, James Dabney",68.0,1824,"spectre of the forest, th",James MACHENRY
1198,22598,the story of the first tr,"Bailey, William Francis",68.0,1824,"spectre of the forest, th",James MACHENRY
1199,39705,the lady of the forest: a,"Meade, L. T.",68.0,1824,"spectre of the forest, th",James MACHENRY
1200,44376,The Knights Templars,"Addison, C. G. (Charles Greenstreet)",65.0,200,"White Knight, The",Theodore MELVILLE
1201,30770,The Right Time,"Berryman, John",65.0,200,"White Knight, The",Theodore MELVILLE
1202,36034,white nights and other st,"Dostoyevsky, Fyodor",62.0,200,"White Knight, The",Theodore MELVILLE
1203,16222,Winter Evening Tales,"Barr, Amelia E.",59.0,200,"White Knight, The",Theodore MELVILLE
1204,41719,White Fire,"Snell, Roy J. (Roy Judson)",59.0,200,"White Knight, The",Theodore MELVILLE
1205,32802,Tillie,"Phillips, Rog",67.0,80,Tourville,Revd WYNDHAM
1206,3732,Wolfville,"Lewis, Alfred Henry",67.0,80,Tourville,Revd WYNDHAM
1207,36930,Murillo,"Bensusan, S. L. (Samuel Levy)",63.0,80,Tourville,Revd WYNDHAM
1208,39658,Novelle,"Balbo, Cesare, conte",63.0,80,Tourville,Revd WYNDHAM
1209,2320,Novelle,"Goethe, Johann Wolfgang von",63.0,80,Tourville,Revd WYNDHAM
1210,23683,"bertie's home; or, the wa","Leslie, Madeline",64.0,169,bride's embrace on the gr,Ignaz Ferdinand ARNOLD
1211,25410,the miracle of the great ,"France, Anatole",64.0,169,bride's embrace on the gr,Ignaz Ferdinand ARNOLD
1212,44205,gregg's commerce of the p,"Gregg, Josiah",64.0,169,bride's embrace on the gr,Ignaz Ferdinand ARNOLD
1213,34068,a brief sketch of the wor,"Maury, Richard L. (Richard Lancelot)",60.0,169,bride's embrace on the gr,Ignaz Ferdinand ARNOLD
1214,3141,the irish race in the pas,"Thébaud, Augustus J.",60.0,169,bride's embrace on the gr,Ignaz Ferdinand ARNOLD
1215,10239,2nd Record,Losey's Orchestra,64.0,103,Ancient Records,T. J. Horsley CURTIES
1216,27464,A Scientist Rises,"Hall, Desmond Winter",63.0,103,Ancient Records,T. J. Horsley CURTIES
1217,687,A Personal Record,"Conrad, Joseph",63.0,103,Ancient Records,T. J. Horsley CURTIES
1218,9339,A Personal Record,"Conrad, Joseph",63.0,103,Ancient Records,T. J. Horsley CURTIES
1219,2577,The Ancient Regime,"Taine, Hippolyte",61.0,103,Ancient Records,T. J. Horsley CURTIES
1220,27580,Raleigh,"Gosse, Edmund",64.0,437,Rashleigh Abbey,Richard SICKELMORE
1221,9909,Nightmare Abbey,"Peacock, Thomas Love",60.0,437,Rashleigh Abbey,Richard SICKELMORE
1222,30507,Right Above Race,"Kahn, Otto Hermann",52.0,437,Rashleigh Abbey,Richard SICKELMORE
1223,20682,Northanger Abbey,"Austen, Jane",52.0,437,Rashleigh Abbey,Richard SICKELMORE
1224,121,Northanger Abbey,"Austen, Jane",52.0,437,Rashleigh Abbey,Richard SICKELMORE
1225,31241,Aliens,"McFee, William",62.0,1268,Alexena,Nugent BELL
1226,13071,Helena,"Ward, Humphry, Mrs.",62.0,1268,Alexena,Nugent BELL
1227,15061,Aliina,Kauppis-Heikki,62.0,1268,Alexena,Nugent BELL
1228,13567,Clementina,"Mason, A. E. W. (Alfred Edward Woodley)",59.0,1268,Alexena,Nugent BELL
1229,29763,Alex the Great,"Witwer, H. C. (Harry Charles)",57.0,1268,Alexena,Nugent BELL
1230,43268,Secrets of the Andes,"Foster, James H.",78.0,467,Secrets of the Castle,David CAREY
1231,1901,Secrets of the Woods,"Long, William J. (William Joseph)",78.0,467,Secrets of the Castle,David CAREY
1232,45928,secrets of the late rebel,"Freese, J. R.",74.0,467,Secrets of the Castle,David CAREY
1233,45363,The Secret of the Totem,"Lang, Andrew",73.0,467,Secrets of the Castle,David CAREY
1234,44535,The Secret of the Earth,"Beale, Charles Willing",73.0,467,Secrets of the Castle,David CAREY
1235,18060,The Good Comrade,"Silberrad, Una Lucy",54.0,1620,Rhodomaldi,Grenville FLETCHER
1236,2775,The Good Soldier,"Ford, Ford Madox",54.0,1620,Rhodomaldi,Grenville FLETCHER
1237,48069,Raha: Romaani,"Zola, Émile",52.0,1620,Rhodomaldi,Grenville FLETCHER
1238,29581,The Bondwoman,"Ryan, Marah Ellis",52.0,1620,Rhodomaldi,Grenville FLETCHER
1239,43659,the old woman who lived i,"Douglas, Amanda M.",51.0,1620,Rhodomaldi,Grenville FLETCHER
1240,32876,Castle of Terror,"Liston, E. J.",65.0,36,"Castle of Eridan, The",Giuseppe A. GRAGLIA
1241,696,The Castle of Otranto,"Walpole, Horace",62.0,36,"Castle of Eridan, The",Giuseppe A. GRAGLIA
1242,12461,Castles in the Air,"Orczy, Emmuska Orczy, Baroness",62.0,36,"Castle of Eridan, The",Giuseppe A. GRAGLIA
1243,11096,"tales of ind, and other p","Ramakrishna Pillai, T. (Thottakadu)",61.0,36,"Castle of Eridan, The",Giuseppe A. GRAGLIA
1244,11690,Calvert of Strathore,"Goodloe, Abbe Carter",59.0,36,"Castle of Eridan, The",Giuseppe A. GRAGLIA
1245,3804,Pierre and Jean,"Maupassant, Guy de",79.0,1112,Pierre and Adeline,D. F. HAYNES
1246,31542,Pierre and Luce,"Rolland, Romain",73.0,1112,Pierre and Adeline,D. F. HAYNES
1247,25443,Arran del Cingle,"Morató, Joseph",65.0,1112,Pierre and Adeline,D. F. HAYNES
1248,20314,Pearl and Periwinkle,"Graetz, Anna",63.0,1112,Pierre and Adeline,D. F. HAYNES
1249,11131,Pierre et Jean,"Maupassant, Guy de",63.0,1112,Pierre and Adeline,D. F. HAYNES
1250,21103,Sisters Three,"Vaizey, George de Horne, Mrs.",62.0,1481,"Brothers, The",Robert HUISH
1251,29711,Another Sheaf,"Galsworthy, John",62.0,1481,"Brothers, The",Robert HUISH
1252,2171,Brother Jacob,"Eliot, George",62.0,1481,"Brothers, The",Robert HUISH
1253,29376,Bahnwärter Thiel,"Hauptmann, Gerhart",62.0,1481,"Brothers, The",Robert HUISH
1254,9673,Brother Jacob,"Eliot, George",62.0,1481,"Brothers, The",Robert HUISH
1255,26907,The Cornwall Coast,"Salmon, Arthur L. (Arthur Leslie)",63.0,255,Kerwald Castle,Jean-Auguste JULLIEN
1256,19705,Border and Bastille,"Lawrence, George A. (George Alfred)",61.0,255,Kerwald Castle,Jean-Auguste JULLIEN
1257,14048,The Nameless Castle,"Jókai, Mór",61.0,255,Kerwald Castle,Jean-Auguste JULLIEN
1258,3536,The Enchanted Castle,"Nesbit, E. (Edith)",59.0,255,Kerwald Castle,Jean-Auguste JULLIEN
1259,34219,The Enchanted Castle,"Nesbit, E. (Edith)",59.0,255,Kerwald Castle,Jean-Auguste JULLIEN
1260,18136,the mysteries of free mas,"Morgan, William",76.0,837,mysteries of ferney castl,George LAMBE
1261,49701,the mysteries of modern l,"Sims, George R.",72.0,837,mysteries of ferney castl,George LAMBE
1262,35350,mysteries of the rosie cr,Anonymous,72.0,837,mysteries of ferney castl,George LAMBE
1263,46846,mysteries of police and c,"Griffiths, Arthur",68.0,837,mysteries of ferney castl,George LAMBE
1264,8443,the mysteries of montreal,"Führer, Ch. (Charlotte)",68.0,837,mysteries of ferney castl,George LAMBE
1265,14273,Invisible Links,"Lagerlöf, Selma",67.0,48,"Invisible Man, The",Michel-Th&#233;odore LECLERCQ
1266,36353,The Invisible Lodge,Jean Paul,59.0,48,"Invisible Man, The",Michel-Th&#233;odore LECLERCQ
1267,35091,The Invisible Censor,"Hackett, Francis",58.0,48,"Invisible Man, The",Michel-Th&#233;odore LECLERCQ
1268,20224,The Invisible Government,"Smoot, Dan",57.0,48,"Invisible Man, The",Michel-Th&#233;odore LECLERCQ
1269,6826,"neville trueman, the pion","Withrow, W. H. (William Henry)",56.0,48,"Invisible Man, The",Michel-Th&#233;odore LECLERCQ
1270,32876,Castle of Terror,"Liston, E. J.",68.0,494,"castle of berry pomeroy, ",Edward MONTAGUE
1271,12759,"the world's best poetry, ",,60.0,494,"castle of berry pomeroy, ",Edward MONTAGUE
1272,20442,a catalogue of early penn,"Shoemaker, Henry W.",60.0,494,"castle of berry pomeroy, ",Edward MONTAGUE
