,0,1,2,3,4,5,6
506,42032,The Trail of the Seneca,"Braden, James A. (James Andrew)",67.0,1656,Peveril of the Peak,Sir Walter SCOTT
507,24275,Letter of the Law,"Nourse, Alan Edward",67.0,1656,Peveril of the Peak,Sir Walter SCOTT
508,596,Rivers to the Sea,"Teasdale, Sara",67.0,1656,Peveril of the Peak,Sir Walter SCOTT
509,35154,A Hero of the Pen,"Werner, E.",67.0,1656,Peveril of the Peak,Sir Walter SCOTT
510,45141,Pirates' Hope,"Lynde, Francis",67.0,1657,"Pirate, The",Sir Walter SCOTT
511,24439,Pirates,"Johnson, Charles, active 1724-1731",67.0,1657,"Pirate, The",Sir Walter SCOTT
512,20025,Pirate Gold,"Stimson, Frederic Jesup",64.0,1657,"Pirate, The",Sir Walter SCOTT
513,16685,Private Peat,"Peat, Harold Reginald",61.0,1657,"Pirate, The",Sir Walter SCOTT
514,29299,Pirates of the Gorm,"Schachner, Nathan",60.0,1657,"Pirate, The",Sir Walter SCOTT
515,7853,Quentin Durward,"Scott, Walter",100.0,1746,Quentin Durward,Sir Walter SCOTT
516,18825,Quentin Durward,"Scott, Walter",100.0,1746,Quentin Durward,Sir Walter SCOTT
517,13975,Qventin Durward,"Scott, Walter",93.0,1746,Quentin Durward,Sir Walter SCOTT
518,8440,Men in War,"Latzko, Andreas",56.0,1746,Quentin Durward,Sir Walter SCOTT
519,26772,A Question of Courage,"Bone, Jesse F. (Jesse Franklin)",56.0,1746,Quentin Durward,Sir Walter SCOTT
520,1987,The Outlet,"Adams, Andy",57.0,1842,Redgauntlet,Sir Walter SCOTT
521,4287,The Red Planet,"Locke, William John",56.0,1842,Redgauntlet,Sir Walter SCOTT
522,2516,redgauntlet: a tale of th,"Scott, Walter",56.0,1842,Redgauntlet,Sir Walter SCOTT
523,35702,The White Gauntlet,"Reid, Mayne",55.0,1842,Redgauntlet,Sir Walter SCOTT
524,23706,Greenmantle,"Buchan, John",55.0,1842,Redgauntlet,Sir Walter SCOTT
525,20749,St. Ronan's Well,"Scott, Walter",97.0,1843,St Ronan's Well,Sir Walter SCOTT
526,27225,A Woman's Will,"Warner, Anne",69.0,1843,St Ronan's Well,Sir Walter SCOTT
527,50364,The Roman Wall,"Bruce, Rev. John Collingwood",62.0,1843,St Ronan's Well,Sir Walter SCOTT
528,3021,A Boy's Will,"Frost, Robert",59.0,1843,St Ronan's Well,Sir Walter SCOTT
529,44878,A Man's World,"Edwards, Albert",57.0,1843,St Ronan's Well,Sir Walter SCOTT
530,49780,Tales of the birds,"Fowler, W. Warde (William Warde)",80.0,1931,Tales of the Crusaders,Sir Walter SCOTT
531,39701,Heroines of the Crusades,"Bloss, C. A. (Celestia Angenette)",78.0,1931,Tales of the Crusaders,Sir Walter SCOTT
532,45678,Tales of the Covenanters,"Guthrie, Ellen Jane",78.0,1931,Tales of the Crusaders,Sir Walter SCOTT
533,6103,Tales of the Road,"Crewdson, Charles N. (Charles Newman)",77.0,1931,Tales of the Crusaders,Sir Walter SCOTT
534,47780,The Story of the Crusades,"Wilmot-Buxton, E. M. (Ethel Mary)",77.0,1931,Tales of the Crusaders,Sir Walter SCOTT
535,28203,Moods,"Alcott, Louisa May",57.0,2019,Woodstock,Sir Walter SCOTT
536,34773,Woodcraft,"Kreps, Elmer Harry",56.0,2019,Woodstock,Sir Walter SCOTT
537,28565,Good Luck,"Meade, L. T.",56.0,2019,Woodstock,Sir Walter SCOTT
538,24579,Woodcraft,"Sears, George Washington",56.0,2019,Woodstock,Sir Walter SCOTT
539,8747,Wordsworth,"Myers, F. W. H. (Frederic William Henry)",53.0,2019,Woodstock,Sir Walter SCOTT
540,1828,chronicles of the canonga,"Scott, Walter",100.0,2088,chronicles of the canonga,Sir Walter SCOTT
541,16759,the chronicle of the cano,"Thomas, à Kempis",84.0,2088,chronicles of the canonga,Sir Walter SCOTT
542,36433,chronicles of the schonbe,"Charles, Elizabeth Rundle",84.0,2088,chronicles of the canonga,Sir Walter SCOTT
543,3293,chronicle of the conquest,"Irving, Washington",80.0,2088,chronicles of the canonga,Sir Walter SCOTT
544,33879,the romance of the canone,"Heyse, Paul",76.0,2088,chronicles of the canonga,Sir Walter SCOTT
545,1828,chronicles of the canonga,"Scott, Walter",100.0,2176,chronicles of the canonga,Sir Walter SCOTT
546,16759,the chronicle of the cano,"Thomas, à Kempis",84.0,2176,chronicles of the canonga,Sir Walter SCOTT
547,36433,chronicles of the schonbe,"Charles, Elizabeth Rundle",84.0,2176,chronicles of the canonga,Sir Walter SCOTT
548,3293,chronicle of the conquest,"Irving, Washington",80.0,2176,chronicles of the canonga,Sir Walter SCOTT
549,33879,the romance of the canone,"Heyse, Paul",76.0,2176,chronicles of the canonga,Sir Walter SCOTT
550,43678,"anne of geierstein, volum","Scott, Walter",74.0,2264,Anne of Geierstein,Sir Walter SCOTT
551,44247,anne of geierstein: (volu,"Scott, Walter",74.0,2264,Anne of Geierstein,Sir Walter SCOTT
552,45,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)",63.0,2264,Anne of Geierstein,Sir Walter SCOTT
553,20593,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)",63.0,2264,Anne of Geierstein,Sir Walter SCOTT
554,19576,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)",63.0,2264,Anne of Geierstein,Sir Walter SCOTT
555,49433,Zaragoza,"Pérez Galdós, Benito",59.0,855,Zastrozzi,Percy Bysshe SHELLEY
556,8738,Fasti,Ovid,57.0,855,Zastrozzi,Percy Bysshe SHELLEY
557,2664,Zanoni,"Lytton, Edward Bulwer Lytton, Baron",53.0,855,Zastrozzi,Percy Bysshe SHELLEY
558,4592,Cast Adrift,"Arthur, T. S. (Timothy Shay)",50.0,855,Zastrozzi,Percy Bysshe SHELLEY
559,1957,Beatrix,"Balzac, Honoré de",50.0,855,Zastrozzi,Percy Bysshe SHELLEY
560,12142,Sterne,"Traill, H. D. (Henry Duff)",67.0,941,St Irvyne,Percy Bysshe SHELLEY
561,1038,Style,"Raleigh, Walter Alexander, Sir",57.0,941,St Irvyne,Percy Bysshe SHELLEY
562,18458,Star Born,"Norton, Andre",56.0,941,St Irvyne,Percy Bysshe SHELLEY
563,9468,Anna St. Ives,"Holcroft, Thomas",55.0,941,St Irvyne,Percy Bysshe SHELLEY
564,32067,Atom Drive,"Fontenay, Charles L.",53.0,941,St Irvyne,Percy Bysshe SHELLEY
565,49315,Ourika,"Duras, Claire de Durfort, duchesse de",67.0,762,Osrick,Richard SICKELMORE
566,26820,Ourika,"Duras, Claire de Durfort, duchesse de",67.0,762,Osrick,Richard SICKELMORE
567,50373,Cricket,,62.0,762,Osrick,Richard SICKELMORE
568,25073,Overbeck,"Atkinson, J. Beavington",57.0,762,Osrick,Richard SICKELMORE
569,29599,Homesick,"Venable, Lyn",57.0,762,Osrick,Richard SICKELMORE
570,18793,Broeder en Zuster,"Buysse, Cyriël",57.0,2101,Arwed Gyllensterna,Carl Franz van der VELDE
571,3654,Alfred Tennyson,"Lang, Andrew",55.0,2101,Arwed Gyllensterna,Carl Franz van der VELDE
572,19744,A mester,"Surányi, Miklós",54.0,2101,Arwed Gyllensterna,Carl Franz van der VELDE
573,6446,Greifenstein,"Crawford, F. Marion (Francis Marion)",53.0,2101,Arwed Gyllensterna,Carl Franz van der VELDE
574,40069,Argentina,"Hirst, W. A. (William Alfred)",52.0,2101,Arwed Gyllensterna,Carl Franz van der VELDE
575,28546,a history of england prin,"Ranke, Leopold von",72.0,75,history of rinaldo rinald,Christian August VULPIUS
576,15808,the history of richard ra,"Benson, Robert Hugh",72.0,75,history of rinaldo rinald,Christian August VULPIUS
577,28072,a history of art in chald,"Chipiez, Charles",72.0,75,history of rinaldo rinald,Christian August VULPIUS
578,7778,History of California,"Bandini, Helen Elliott",70.0,75,history of rinaldo rinald,Christian August VULPIUS
579,39273,history of european moral,"Lecky, William Edward Hartpole",68.0,75,history of rinaldo rinald,Christian August VULPIUS
580,17469,Berry and Co.,"Yates, Dornford",61.0,1078,Ferrandino,Christian August VULPIUS
581,48292,Fra contadini,"Malatesta, Errico",61.0,1078,Ferrandino,Christian August VULPIUS
582,30149,Trading,"Warner, Susan",59.0,1078,Ferrandino,Christian August VULPIUS
583,25835,The Branding Iron,"Burt, Katharine Newlin",59.0,1078,Ferrandino,Christian August VULPIUS
584,33267,Facundo,"Sarmiento, Domingo Faustino",59.0,1078,Ferrandino,Christian August VULPIUS
585,2075,Crotchet Castle,"Peacock, Thomas Love",65.0,291,Bellgrove Castle,Thomas Henry WHITE
586,49632,The Love Chase,"Grendon, Felix",60.0,291,Bellgrove Castle,Thomas Henry WHITE
587,41590,Negro Tales,"Cotter, Joseph S. (Joseph Seamon)",59.0,291,Bellgrove Castle,Thomas Henry WHITE
588,34609,King of the Castle,"Fenn, George Manville",59.0,291,Bellgrove Castle,Thomas Henry WHITE
589,21333,Doom Castle,"Munro, Neil",59.0,291,Bellgrove Castle,Thomas Henry WHITE
590,6616,December Love,"Hichens, Robert",74.0,1673,December Tales,William Harrison AINSWORTH
591,8129,A Dreamer's Tales,"Dunsany, Lord",71.0,1673,December Tales,William Harrison AINSWORTH
592,15616,Hero Tales,"Baldwin, James",67.0,1673,December Tales,William Harrison AINSWORTH
593,41590,Negro Tales,"Cotter, Joseph S. (Joseph Seamon)",64.0,1673,December Tales,William Harrison AINSWORTH
594,24709,Bamboo Tales,"Reeves, Ira L. (Ira Louis)",62.0,1673,December Tales,William Harrison AINSWORTH
595,17661,La Recluse,"Zaccone, Pierre",64.0,1533,"Recluse, The",Charles Vicomte d' ARLINCOURT
596,40607,Excuse Me!,"Hughes, Rupert",55.0,1533,"Recluse, The",Charles Vicomte d' ARLINCOURT
597,23104,The Blue Tower,"Smith, Evelyn E.",54.0,1533,"Recluse, The",Charles Vicomte d' ARLINCOURT
598,13542,Left Tackle Thayer,"Barbour, Ralph Henry",53.0,1533,"Recluse, The",Charles Vicomte d' ARLINCOURT
599,39554,The House That Grew,"Molesworth, Mrs.",52.0,1533,"Recluse, The",Charles Vicomte d' ARLINCOURT
600,38052,Reynard the Fox,"Masefield, John",57.0,1605,"Renegade, The",Charles Vicomte d' ARLINCOURT
601,2228,Reineke Fuchs,"Goethe, Johann Wolfgang von",54.0,1605,"Renegade, The",Charles Vicomte d' ARLINCOURT
602,12339,Hendes Højhed,"Bang, Herman",54.0,1605,"Renegade, The",Charles Vicomte d' ARLINCOURT
603,28675,Red Men and White,"Wister, Owen",53.0,1605,"Renegade, The",Charles Vicomte d' ARLINCOURT
604,41462,Behind the Throne,"Le Queux, William",53.0,1605,"Renegade, The",Charles Vicomte d' ARLINCOURT
605,27369,Spasimo,"De Roberto, Federico",42.0,1686,Ipsibo&#233;,Charles Vicomte d' ARLINCOURT
606,13744,Isidora,"Sand, George",42.0,1686,Ipsibo&#233;,Charles Vicomte d' ARLINCOURT
607,29455,Invasion,"Leinster, Murray",40.0,1686,Ipsibo&#233;,Charles Vicomte d' ARLINCOURT
608,39905,Upsidonia,"Marshall, Archibald",38.0,1686,Ipsibo&#233;,Charles Vicomte d' ARLINCOURT
609,37138,Isis,"Villiers de L'Isle-Adam, Auguste, comte de",38.0,1686,Ipsibo&#233;,Charles Vicomte d' ARLINCOURT
610,5658,Lord Jim,"Conrad, Joseph",67.0,231,Lorimon,Fran&#231;ois-Thomas-Marie de BACULARD D'ARNAUD
611,18205,Simon,"Sand, George",67.0,231,Lorimon,Fran&#231;ois-Thomas-Marie de BACULARD D'ARNAUD
612,7874,Lord Jim,"Conrad, Joseph",67.0,231,Lorimon,Fran&#231;ois-Thomas-Marie de BACULARD D'ARNAUD
613,15303,Coriolan,"Shakespeare, William",67.0,231,Lorimon,Fran&#231;ois-Thomas-Marie de BACULARD D'ARNAUD
614,21435,Lord Jim,"Conrad, Joseph",67.0,231,Lorimon,Fran&#231;ois-Thomas-Marie de BACULARD D'ARNAUD
615,4673,notes by the way in a sai,"Knights, Arthur E.",64.0,1870,"tales, by the o'hara fami",John BANIM
616,32109,"tales of the caravan, inn","Hauff, Wilhelm",64.0,1870,"tales, by the o'hara fami",John BANIM
617,5245,tales from the arabic — c,,60.0,1870,"tales, by the o'hara fami",John BANIM
618,15461,the lives of the most fam,"Winstanley, William",60.0,1870,"tales, by the o'hara fami",John BANIM
619,45490,stand by: the story of a ,"McAlister, Hugh",60.0,1870,"tales, by the o'hara fami",John BANIM
620,28119,"My Father, the Cat","Slesar, Henry",59.0,1961,"Boyne Water, The",John BANIM
621,31841,The Water Eater,"Marks, Winston K.",58.0,1961,"Boyne Water, The",John BANIM
622,29240,Be It Ever Thus,"Williams, Robert Moore",58.0,1961,"Boyne Water, The",John BANIM
623,18478,"John Ward, Preacher","Deland, Margaret Wade Campbell",57.0,1961,"Boyne Water, The",John BANIM
624,29290,Now We Are Three,"Hensley, Joe L.",56.0,1961,"Boyne Water, The",John BANIM
625,4673,notes by the way in a sai,"Knights, Arthur E.",64.0,1962,tales by the o'hara famil,John BANIM
626,32109,"tales of the caravan, inn","Hauff, Wilhelm",64.0,1962,tales by the o'hara famil,John BANIM
627,37002,"tales of the sun; or, fol","Cleeve, Lucas",64.0,1962,tales by the o'hara famil,John BANIM
628,15461,the lives of the most fam,"Winstanley, William",60.0,1962,tales by the o'hara famil,John BANIM
629,5244,tales from the arabic — v,,60.0,1962,tales by the o'hara famil,John BANIM
630,19111,Code Three,"Raphael, Rick",57.0,2120,"Croppy, The",Michael BANIM
631,43151,Cartouche,"Peard, Frances Mary",50.0,2120,"Croppy, The",Michael BANIM
632,15616,Hero Tales,"Baldwin, James",48.0,2120,"Croppy, The",Michael BANIM
633,46124,The Copperhead,"Frederic, Harold",48.0,2120,"Croppy, The",Michael BANIM
634,18367,"Contes, Tome I","Aulnoy, Madame d' (Marie-Catherine)",48.0,2120,"Croppy, The",Michael BANIM
635,6311,a knight of the nineteent,"Roe, Edward Payson",72.0,2121,anglo-irish of the ninete,John BANIM
636,15165,welsh lyrics of the ninet,,68.0,2121,anglo-irish of the ninete,John BANIM
637,26901,a history of the nineteen,"Emerson, Edwin",68.0,2121,anglo-irish of the ninete,John BANIM
638,5876,ten englishmen of the nin,"Joy, James Richard",68.0,2121,anglo-irish of the ninete,John BANIM
639,29389,Raiders of the Universes,"Wandrei, Donald A.",65.0,2121,anglo-irish of the ninete,John BANIM
640,32699,the makers of canada: ind,,68.0,2714,the mayor of wind-gap and,"[BANIM, John and Michael; and MARTIN, Harriet Letitia]"
641,46954,the story of siena and sa,"Gardner, Edmund G.",68.0,2714,the mayor of wind-gap and,"[BANIM, John and Michael; and MARTIN, Harriet Letitia]"
642,27109,"the mirror of taste, and ",,64.0,2714,the mayor of wind-gap and,"[BANIM, John and Michael; and MARTIN, Harriet Letitia]"
643,42691,the joys of being a woman,"Kirkland, Winifred",64.0,2714,the mayor of wind-gap and,"[BANIM, John and Michael; and MARTIN, Harriet Letitia]"
644,18607,the manóbos of mindanáo: ,"Garvan, John M.",64.0,2714,the mayor of wind-gap and,"[BANIM, John and Michael; and MARTIN, Harriet Letitia]"
645,3127,Being a Boy,"Warner, Charles Dudley",62.0,97,"Beggar Boy, The",Thomas BELLAMY
646,33911,Beggars on Horseback,"Jesse, F. Tennyson (Fryniwyd Tennyson)",57.0,97,"Beggar Boy, The",Thomas BELLAMY
647,45640,Beggars,"Davies, W. H. (William Henry)",55.0,97,"Beggar Boy, The",Thomas BELLAMY
648,18496,Big Brother,"Johnston, Annie F. (Annie Fellows)",54.0,97,"Beggar Boy, The",Thomas BELLAMY
649,25666,The Boy Tar,"Reid, Mayne",54.0,97,"Beggar Boy, The",Thomas BELLAMY
650,40836,The Mysterious Three,"Le Queux, William",70.0,1965,"Mysterious Monk, The",C. A. BOLEN
651,35661,Mysterious Mr. Sabin,"Oppenheim, E. Phillips (Edward Phillips)",65.0,1965,"Mysterious Monk, The",C. A. BOLEN
652,36013,The Mysterious Sketch,Erckmann-Chatrian,63.0,1965,"Mysterious Monk, The",C. A. BOLEN
653,17843,The Mysterious Shin Shira,"Farrow, G. E. (George Edward)",62.0,1965,"Mysterious Monk, The",C. A. BOLEN
654,41453,The Mysterious Mr. Miller,"Le Queux, William",62.0,1965,"Mysterious Monk, The",C. A. BOLEN
655,9376,The Forest,"White, Stewart Edward",76.0,170,Le Forester,Sir Samuel Egerton BRYDGES
656,12959,Newton Forster,"Marryat, Frederick",72.0,170,Le Forester,Sir Samuel Egerton BRYDGES
657,8934,The Forest Lovers,"Hewlett, Maurice",71.0,170,Le Forester,Sir Samuel Egerton BRYDGES
658,1882,The Young Forester,"Grey, Zane",69.0,170,Le Forester,Sir Samuel Egerton BRYDGES
659,26465,The Harvester,"Stratton-Porter, Gene",67.0,170,Le Forester,Sir Samuel Egerton BRYDGES
660,30320,Trail Tales,"Gillilan, James David",87.0,1461,Tragic Tales,Sir Samuel Egerton BRYDGES
661,40321,Grim Tales,"Nesbit, E. (Edith)",73.0,1461,Tragic Tales,Sir Samuel Egerton BRYDGES
662,47485,Moral Tales,"Guizot, Madame (Elisabeth Charlotte Pauline)",70.0,1461,Tragic Tales,Sir Samuel Egerton BRYDGES
663,21040,Brazilian Tales,Machado de Assis,67.0,1461,Tragic Tales,Sir Samuel Egerton BRYDGES
664,20380,Ten Tales,"Coppée, François",67.0,1461,Tragic Tales,Sir Samuel Egerton BRYDGES
665,18664,The Hills of Hingham,"Sharp, Dallas Lore",55.0,1535,"Hall of Hellingsley, The",Sir Samuel Egerton BRYDGES
666,18712,levels of living: essays ,"Cope, Henry Frederick",53.0,1535,"Hall of Hellingsley, The",Sir Samuel Egerton BRYDGES
667,15731,allvarsord om allting och,"Bülow, Waldemar",53.0,1535,"Hall of Hellingsley, The",Sir Samuel Egerton BRYDGES
668,14023,"life of daniel boone, the","Hartley, Cecil B.",53.0,1535,"Hall of Hellingsley, The",Sir Samuel Egerton BRYDGES
669,9988,amarilly of clothes-line ,"Maniates, Belle Kanaris",53.0,1535,"Hall of Hellingsley, The",Sir Samuel Egerton BRYDGES
670,985,Father Sergius,"Tolstoy, Leo, graf",67.0,2215,Father Butler,William CARLETON
671,45391,Southerly Busters,"Gibson, (AKA Ironbark) G. H.",67.0,2215,Father Butler,William CARLETON
672,904,Her Father's Daughter,"Stratton-Porter, Gene",65.0,2215,Father Butler,William CARLETON
673,4070,The Master Builder,"Ibsen, Henrik",65.0,2215,Father Butler,William CARLETON
674,37463,The Builders,"Glasgow, Ellen Anderson Gholson",64.0,2215,Father Butler,William CARLETON
675,5742,the bird-woman of the lew,"Chandler, Katherine",84.0,2311,the weird woman of the wr,"COATES, Mr [H"
676,24617,the wild man of the west:,"Ballantyne, R. M. (Robert Michael)",80.0,2311,the weird woman of the wr,"COATES, Mr [H"
677,3292,the clever woman of the f,"Yonge, Charlotte M. (Charlotte Mary)",80.0,2311,the weird woman of the wr,"COATES, Mr [H"
678,39982,the weird of the wentwort,"Scotus, Johannes",76.0,2311,the weird woman of the wr,"COATES, Mr [H"
679,39983,the weird of the wentwort,"Scotus, Johannes",76.0,2311,the weird woman of the wr,"COATES, Mr [H"
680,4530,Precipitations,"Scott, Evelyn",75.0,1540,Precaution,James Fenimore COOPER
681,33855,Provocations,"Bristowe, Sibyl",73.0,1540,Precaution,James Fenimore COOPER
682,12716,Dedication,"Kipling, Rudyard",70.0,1540,Precaution,James Fenimore COOPER
683,10365,Precaution: A Novel,"Cooper, James Fenimore",69.0,1540,Precaution,James Fenimore COOPER
684,12900,Poor Relations,"Balzac, Honoré de",67.0,1540,Precaution,James Fenimore COOPER
685,21051,Skylark Three,"Smith, E. E. (Edward Elmer)",57.0,1613,"Spy, The",James Fenimore COOPER
686,3155,She,"Haggard, H. Rider (Henry Rider)",55.0,1613,"Spy, The",James Fenimore COOPER
687,21883,We Three,"Morris, Gouverneur",50.0,1613,"Spy, The",James Fenimore COOPER
688,21103,Sisters Three,"Vaizey, George de Horne, Mrs.",48.0,1613,"Spy, The",James Fenimore COOPER
689,18719,Space Tug,"Leinster, Murray",47.0,1613,"Spy, The",James Fenimore COOPER
690,32457,Pioneer,"Hardy, William",70.0,1696,"Pioneers, The",James Fenimore COOPER
691,48442,A Pioneer Mother,"Garland, Hamlin",69.0,1696,"Pioneers, The",James Fenimore COOPER
692,22448,O Pioneers!,"Cather, Willa",67.0,1696,"Pioneers, The",James Fenimore COOPER
693,24,O Pioneers!,"Cather, Willa",67.0,1696,"Pioneers, The",James Fenimore COOPER
694,34661,The Pioneers,"Prichard, Katharine Susannah",64.0,1696,"Pioneers, The",James Fenimore COOPER
695,806,Philoktetes,Sophocles,57.0,1785,"Pilot, The",James Fenimore COOPER
696,9159,Philotas,"Lessing, Gotthold Ephraim",56.0,1785,"Pilot, The",James Fenimore COOPER
697,30334,Ultima Thule,"Reynolds, Mack",55.0,1785,"Pilot, The",James Fenimore COOPER
698,18014,Pile et face,"Biart, Lucien",55.0,1785,"Pilot, The",James Fenimore COOPER
699,6082,Our Pilots in the Air,"Brown, William Perry",52.0,1785,"Pilot, The",James Fenimore COOPER
700,15388,Leone Leoni,"Sand, George",64.0,1876,Lionel Lincoln,James Fenimore COOPER
701,47796,Bygone London,"Ross, Frederick",59.0,1876,Lionel Lincoln,James Fenimore COOPER
702,30493,Lion Loose,"Schmitz, James H.",58.0,1876,Lionel Lincoln,James Fenimore COOPER
703,25174,Rollo in Scotland,"Abbott, Jacob",58.0,1876,Lionel Lincoln,James Fenimore COOPER
704,9364,Life in Mexico,"Calderón de la Barca, Madame (Frances Erskine Inglis)",57.0,1876,Lionel Lincoln,James Fenimore COOPER
705,21694,The Prairie Chief,"Ballantyne, R. M. (Robert Michael)",69.0,2051,"Prairie, The",James Fenimore COOPER
706,26011,The Prairie Mother,"Stringer, Arthur",67.0,2051,"Prairie, The",James Fenimore COOPER
707,22180,Prairie Flowers,"Hendryx, James B. (James Beardsley)",67.0,2051,"Prairie, The",James Fenimore COOPER
708,39957,Prairie Gold,Iowa Press and Authors' Club,67.0,2051,"Prairie, The",James Fenimore COOPER
709,20697,Prairie Folks,"Garland, Hamlin",64.0,2051,"Prairie, The",James Fenimore COOPER
710,11409,The Red Rover: A Tale,"Cooper, James Fenimore",69.0,2052,"Red Rover, The",James Fenimore COOPER
711,49859,"The Robber, A Tale.","James, G. P. R. (George Payne Rainsford)",61.0,2052,"Red Rover, The",James Fenimore COOPER
712,28848,The River Prophet,"Spears, Raymond S. (Raymond Smiley)",58.0,2052,"Red Rover, The",James Fenimore COOPER
713,49632,The Love Chase,"Grendon, Felix",57.0,2052,"Red Rover, The",James Fenimore COOPER
714,3094,Red Eve,"Haggard, H. Rider (Henry Rider)",57.0,2052,"Red Rover, The",James Fenimore COOPER
715,6120,Soldiers Three,"Kipling, Rudyard",64.0,2218,"Borderers, The",James Fenimore COOPER
716,19111,Code Three,"Raphael, Rick",58.0,2218,"Borderers, The",James Fenimore COOPER
717,29707,Jordens Inre,"Witt, Otto",54.0,2218,"Borderers, The",James Fenimore COOPER
718,30639,"Border, Breed Nor Birth","Reynolds, Mack",54.0,2218,"Borderers, The",James Fenimore COOPER
719,29290,Now We Are Three,"Hensley, Joe L.",53.0,2218,"Borderers, The",James Fenimore COOPER
720,1788,Sir John Oldcastle,Shakespeare (spurious and doubtful works),63.0,718,John de Lancaster,Richard CUMBERLAND
721,14374,John Redmond's Last Years,"Gwynn, Stephen Lucius",62.0,718,John de Lancaster,Richard CUMBERLAND
722,25904,John the Baptist,"Meyer, F. B. (Frederick Brotherton)",61.0,718,John de Lancaster,Richard CUMBERLAND
723,412,John Jacob Astor,"Hubbard, Elbert",61.0,718,John de Lancaster,Richard CUMBERLAND
724,18478,"John Ward, Preacher","Deland, Margaret Wade Campbell",61.0,718,John de Lancaster,Richard CUMBERLAND
725,16447,The Clarion,"Adams, Samuel Hopkins",64.0,1889,Ned Clinton,Francis GLASSE
726,34719,Noites de Cintra,"Pimentel, Alberto",59.0,1889,Ned Clinton,Francis GLASSE
727,28759,Neiti Klairon,"Mühlbach, L. (Luise)",58.0,1889,Ned Clinton,Francis GLASSE
728,12716,Dedication,"Kipling, Rudyard",57.0,1889,Ned Clinton,Francis GLASSE
729,3670,Peg Woffington,"Reade, Charles",56.0,1889,Ned Clinton,Francis GLASSE
730,11268,The Flood,Anonymous,56.0,403,Fleetwood,William GODWIN
731,51499,Blueblood,"Harmon, Jim",56.0,403,Fleetwood,William GODWIN
732,7011,The Flood,"Zola, Émile",56.0,403,Fleetwood,William GODWIN
733,28346,Deathworld,"Harrison, Harry",53.0,403,Fleetwood,William GODWIN
734,31970,Feline Red,"Sampson, Robert",53.0,403,Fleetwood,William GODWIN
735,23667,Woodland Tales,"Seton, Ernest Thompson",76.0,1803,Woodland Family,William Child GREEN
736,34607,Woodcraft and Camping,"Sears, George Washington",61.0,1803,Woodland Family,William Child GREEN
737,35419,Wood and Forest,"Noyes, William",60.0,1803,Woodland Family,William Child GREEN
738,16977,Food and Health,Lydia E. Pinkham Medicine Company,60.0,1803,Woodland Family,William Child GREEN
739,23381,The Thorogood Family,"Ballantyne, R. M. (Robert Michael)",57.0,1803,Woodland Family,William Child GREEN
740,4650,Candide,Voltaire,63.0,2060,Holland-Tide,Gerald Joseph GRIFFIN
741,19942,Candide,Voltaire,63.0,2060,Holland-Tide,Gerald Joseph GRIFFIN
742,26228,Candide,Voltaire,63.0,2060,Holland-Tide,Gerald Joseph GRIFFIN
743,26125,Hoodie,"Molesworth, Mrs.",56.0,2060,Holland-Tide,Gerald Joseph GRIFFIN
744,39671,Handel,"Rolland, Romain",56.0,2060,Holland-Tide,Gerald Joseph GRIFFIN
745,45625,the story of the munsters,"Rickard, Mrs Victor",76.0,2061,tales of the munster fest,Gerald Joseph GRIFFIN
746,37002,"tales of the sun; or, fol","Cleeve, Lucas",72.0,2061,tales of the munster fest,Gerald Joseph GRIFFIN
747,7098,tales of the enchanted is,"Higginson, Thomas Wentworth",72.0,2061,tales of the munster fest,Gerald Joseph GRIFFIN
748,11440,tales of three hemisphere,"Dunsany, Lord",72.0,2061,tales of the munster fest,Gerald Joseph GRIFFIN
749,45678,Tales of the Covenanters,"Guthrie, Ellen Jane",69.0,2061,tales of the munster fest,Gerald Joseph GRIFFIN
750,25400,Colleges in America,"Barker, John Marshall",59.0,2232,"Collegians, The",Gerald Joseph GRIFFIN
751,19111,Code Three,"Raphael, Rick",56.0,2232,"Collegians, The",Gerald Joseph GRIFFIN
752,6120,Soldiers Three,"Kipling, Rudyard",55.0,2232,"Collegians, The",Gerald Joseph GRIFFIN
753,23105,Elegias,"Pascoais, Teixeira de",55.0,2232,"Collegians, The",Gerald Joseph GRIFFIN
754,18367,"Contes, Tome I","Aulnoy, Madame d' (Marie-Catherine)",55.0,2232,"Collegians, The",Gerald Joseph GRIFFIN
755,51395,Survival Type,"Bone, Jesse F. (Jesse Franklin)",58.0,2233,"Rivals, The",Gerald Joseph GRIFFIN
756,28094,Mediaeval Tales,,54.0,2233,"Rivals, The",Gerald Joseph GRIFFIN
757,24761,The Rivals: A Comedy,"Sheridan, Richard Brinsley",52.0,2233,"Rivals, The",Gerald Joseph GRIFFIN
758,30334,Ultima Thule,"Reynolds, Mack",52.0,2233,"Rivals, The",Gerald Joseph GRIFFIN
759,21103,Sisters Three,"Vaizey, George de Horne, Mrs.",50.0,2233,"Rivals, The",Gerald Joseph GRIFFIN
760,10008,The Mystery,"White, Stewart Edward",78.0,47,Mystery,Francis LATHOM
761,44046,Munster,"Gwynn, Stephen Lucius",71.0,47,Mystery,Francis LATHOM
762,30989,Mystery Ranch,"Chapman, Arthur",70.0,47,Mystery,Francis LATHOM
763,3783,Mother,"Gorky, Maksim",62.0,47,Mystery,Francis LATHOM
